RunSeed,Seed,Algoritmo,Radius,nDevices,appPeriodSeconds,simulationTime,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,SimulationDuration
90524158,1,2,3000,6000,600,600,5997,3206,1293,1498,0,0,2.65
90524158,1,2,4000,6000,600,600,5997,3206,1293,1498,0,0,2.58333
90524158,1,2,8000,6000,600,600,5997,3206,1293,1498,0,0,2.66667
90524158,1,2,10000,6000,600,600,5999,1335,81,2,4581,0,2.61667
90524158,1,3,6000,6000,600,600,5998,3670,590,304,1434,0,2.63333
90524158,1,3,2000,6000,600,600,5997,4858,773,366,0,0,2.76667
90524158,1,3,3000,6000,600,600,5997,4858,773,366,0,0,2.66667
90524158,1,3,4000,6000,600,600,5997,4858,773,366,0,0,2.71667
90524158,1,3,8000,6000,600,600,5998,1864,289,150,3695,0,2.6
90524158,1,3,10000,6000,600,600,5999,981,72,0,4946,0,2.8
90524158,1,4,6000,6000,600,600,5997,3439,1293,1265,0,0,2.55
90524158,1,4,2000,6000,600,600,5998,4559,1405,34,0,0,2.73333
90524158,1,4,3000,6000,600,600,5998,4691,1269,38,0,0,2.8
90524158,1,4,4000,6000,600,600,5998,4881,1002,115,0,0,2.58333
90524158,1,4,8000,6000,600,600,5995,1489,1871,2635,0,0,2.63333
90524158,1,4,10000,6000,600,600,5995,1053,1812,2442,688,0,2.66667
90524158,1,5,6000,6000,600,600,5997,2930,1243,1524,300,0,2.6
90524158,1,5,2000,6000,600,600,5997,4858,773,366,0,0,2.76667
90524158,1,5,3000,6000,600,600,5997,4856,768,373,0,0,2.56667
90524158,1,5,4000,6000,600,600,5997,4742,779,476,0,0,2.86667
90524158,1,5,8000,6000,600,600,5995,990,1748,2705,552,0,2.66667
90524158,1,5,10000,6000,600,600,5995,556,1734,2580,1125,0,2.56667
90524158,1,6,6000,6000,600,600,5997,2778,1100,1437,682,0,2.58333
90524158,1,6,2000,6000,600,600,5997,3328,1193,1476,0,0,2.66667
90524158,1,6,3000,6000,600,600,5997,3328,1193,1476,0,0,2.68333
90524158,1,6,4000,6000,600,600,5997,3328,1193,1476,0,0,2.66667
90524158,1,6,8000,6000,600,600,5997,2098,905,1265,1729,0,244.783
90524158,1,6,10000,6000,600,600,5997,1638,627,773,2959,0,2.51667
90524158,1,7,6000,6000,600,600,5998,2794,1102,1397,705,0,2.58333
90524158,1,7,2000,6000,600,600,5997,3338,1203,1456,0,0,2.65
90524158,1,7,3000,6000,600,600,5997,3338,1203,1456,0,0,2.8
90524158,1,7,4000,6000,600,600,5997,3338,1203,1456,0,0,2.95
90524158,1,7,8000,6000,600,600,5998,2100,930,1207,1761,0,2.91667
90524158,1,7,10000,6000,600,600,5999,1621,622,737,3019,0,2.9
90524158,1,8,6000,6000,600,600,5998,2794,1102,1397,705,0,3.1
90524158,1,8,2000,6000,600,600,5997,3338,1203,1456,0,0,3.01667
90524158,1,8,3000,6000,600,600,5997,3338,1203,1456,0,0,2.95
90524158,1,8,4000,6000,600,600,5997,3338,1203,1456,0,0,2.86667
90524158,1,8,8000,6000,600,600,5998,2100,930,1207,1761,0,2.78333
90524158,1,8,10000,6000,600,600,5999,1621,622,737,3019,0,2.81667
90524158,1,9,6000,6000,600,600,5998,2794,1102,1397,705,0,2.85
90524158,1,9,2000,6000,600,600,5997,3338,1203,1456,0,0,2.88333
90524158,1,9,3000,6000,600,600,5997,3338,1203,1456,0,0,2.76667
90524158,1,9,4000,6000,600,600,5997,3338,1203,1456,0,0,2.75
90524158,1,9,8000,6000,600,600,5998,2100,930,1207,1761,0,2.71667
90524158,1,9,10000,6000,600,600,5999,1621,622,737,3019,0,2.73333
2390181617,1,1,6000,6000,600,600,6000,2558,447,9,2986,0,2.71667
2390181617,1,1,2000,6000,600,600,6000,4605,1353,42,0,0,2.95
2390181617,1,1,3000,6000,600,600,6000,4605,1353,42,0,0,2.78333
2390181617,1,1,4000,6000,600,600,6000,4605,1353,42,0,0,2.86667
2390181617,1,1,8000,6000,600,600,6000,1517,155,2,4326,0,2.68333
2390181617,1,1,10000,6000,600,600,6000,1038,73,2,4887,0,2.83333
2390181617,1,2,6000,6000,600,600,5995,3176,1299,1520,0,0,2.65
2390181617,1,2,2000,6000,600,600,5995,3176,1299,1520,0,0,2.8
