RunSeed,Seed,Algoritmo,Radius,nDevices,appPeriodsSeconds,batteryVoltage,batteryEnergyInit,hours,TxPowerdBm,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,batteryEnergyFinalcurrenthora
2314927680,1,7,4000,1000,600,3.3,10000,4,9,23999,18277,4039,716,967,0,9997.247883,0.057915
2314927680,1,7,5000,1000,600,3.3,10000,4,9,23999,17681,3806,686,1826,0,9997.241749,0.058044
2314927680,1,7,6000,1000,600,3.3,10000,4,9,24000,16960,3640,651,2749,0,9997.245682,0.057961
2314927680,1,7,8000,1000,600,3.3,10000,4,9,23999,14823,3091,520,5565,0,9997.246125,0.057952
861648815,1,7,2000,1000,600,3.3,10000,4,9,23999,19206,3979,761,53,0,9997.244199,0.057992
861648815,1,7,3000,1000,600,3.3,10000,4,9,23999,18924,3946,758,371,0,9997.252080,0.057827
861648815,1,7,4000,1000,600,3.3,10000,4,9,23999,18344,3925,735,995,0,9997.246416,0.057946
861648815,1,7,5000,1000,600,3.3,10000,4,9,23999,17604,3661,698,2036,0,9997.249267,0.057886
861648815,1,7,6000,1000,600,3.3,10000,4,9,23999,17098,3586,659,2656,0,9997.247782,0.057917
861648815,1,7,8000,1000,600,3.3,10000,4,9,23999,14877,2975,513,5634,0,9997.248364,0.057905
716359404,1,7,2000,1000,600,3.3,10000,4,9,24000,19224,3928,777,71,0,9997.246454,0.057945
716359404,1,7,3000,1000,600,3.3,10000,4,9,24000,18860,3908,770,462,0,9997.246730,0.057939
716359404,1,7,4000,1000,600,3.3,10000,4,9,24000,18389,3917,754,940,0,9997.249612,0.057879
716359404,1,7,5000,1000,600,3.3,10000,4,9,24000,17860,3654,692,1794,0,9997.246323,0.057948
716359404,1,7,6000,1000,600,3.3,10000,4,9,24000,17195,3533,680,2592,0,9997.243370,0.058010
716359404,1,7,8000,1000,600,3.3,10000,4,9,24000,14893,3020,526,5561,0,9997.249029,0.057891
518024951,1,7,2000,1000,600,3.3,10000,4,9,23999,19057,4090,799,53,0,9997.253950,0.057787
518024951,1,7,3000,1000,600,3.3,10000,4,9,23999,18708,4055,788,448,0,9997.250521,0.057859
518024951,1,7,4000,1000,600,3.3,10000,4,9,23999,18388,3950,779,882,0,9997.245971,0.057955
518024951,1,7,5000,1000,600,3.3,10000,4,9,24000,17683,3784,745,1788,0,9997.241405,0.058051
518024951,1,7,6000,1000,600,3.3,10000,4,9,23999,17051,3621,688,2639,0,9997.241737,0.058044
518024951,1,7,8000,1000,600,3.3,10000,4,9,23999,14758,3047,544,5650,0,9997.244962,0.057976
652227427,1,7,2000,1000,600,3.3,10000,4,9,23998,19236,3975,722,65,0,9997.247707,0.057919
652227427,1,7,3000,1000,600,3.3,10000,4,9,23998,18955,3905,721,417,0,9997.248107,0.057910
652227427,1,7,4000,1000,600,3.3,10000,4,9,23998,18385,3918,697,998,0,9997.247861,0.057915
652227427,1,7,5000,1000,600,3.3,10000,4,9,23998,17714,3677,648,1959,0,9997.249206,0.057887
652227427,1,7,6000,1000,600,3.3,10000,4,9,23998,17065,3586,643,2704,0,9997.246850,0.057937
652227427,1,7,8000,1000,600,3.3,10000,4,9,23999,14900,2961,511,5627,0,9997.245200,0.057971
2447348191,1,7,2000,1000,600,3.3,10000,4,9,23999,19364,3844,701,90,0,9997.247590,0.057921
2447348191,1,7,3000,1000,600,3.3,10000,4,9,23999,19059,3854,696,390,0,9997.251326,0.057842
2447348191,1,7,4000,1000,600,3.3,10000,4,9,23999,18546,3798,681,974,0,9997.251600,0.057837
2447348191,1,7,5000,1000,600,3.3,10000,4,9,23999,17938,3548,643,1870,0,9997.244770,0.057980
2447348191,1,7,6000,1000,600,3.3,10000,4,9,23999,17343,3467,618,2571,0,9997.241900,0.058041
2447348191,1,7,8000,1000,600,3.3,10000,4,9,23999,14928,2901,476,5694,0,9997.248769,0.057896
2314927680,1,4,2000,1000,600,3.3,10000,4,9,24000,22684,609,6,701,0,9999.638680,0.007604
2314927680,1,4,3000,1000,600,3.3,10000,4,9,24000,21592,1169,42,1197,0,9999.236472,0.016068
2314927680,1,4,4000,1000,600,3.3,10000,4,9,24000,20075,1940,336,1649,0,9998.111911,0.039733
2314927680,1,4,5000,1000,600,3.3,10000,4,9,23999,16734,4486,769,2010,0,9997.104789,0.060926
2314927680,1,4,6000,1000,600,3.3,10000,4,9,23998,14166,6389,1037,2406,0,9996.552814,0.072542
2314927680,1,4,8000,1000,600,3.3,10000,4,9,23998,10687,8140,1199,3972,0,9995.978617,0.084625
861648815,1,4,2000,1000,600,3.3,10000,4,9,24000,22775,531,4,690,0,9999.628914,0.007809
861648815,1,4,3000,1000,600,3.3,10000,4,9,24000,21490,1224,43,1243,0,9999.201541,0.016803
861648815,1,4,4000,1000,600,3.3,10000,4,9,23999,20290,1836,403,1470,0,9997.990650,0.042284
861648815,1,4,5000,1000,600,3.3,10000,4,9,23999,16933,4552,788,1726,0,9997.051323,0.062051
861648815,1,4,6000,1000,600,3.3,10000,4,9,24000,14165,6435,1059,2341,0,9996.521503,0.073201
861648815,1,4,8000,1000,600,3.3,10000,4,9,23999,10997,7977,1211,3814,0,9995.976816,0.084663
716359404,1,4,2000,1000,600,3.3,10000,4,9,24000,22590,692,4,714,0,9999.637580,0.007627
716359404,1,4,3000,1000,600,3.3,10000,4,9,24000,21772,834,39,1355,0,9999.220536,0.016403
716359404,1,4,4000,1000,600,3.3,10000,4,9,24000,20437,1597,357,1609,0,9998.105762,0.039862
716359404,1,4,5000,1000,600,3.3,10000,4,9,24000,16939,4362,761,1938,0,9997.107862,0.060861
716359404,1,4,6000,1000,600,3.3,10000,4,9,24000,14142,6358,1002,2498,0,9996.564624,0.072293
716359404,1,4,8000,1000,600,3.3,10000,4,9,24000,10761,8181,1117,3941,0,9995.996395,0.084251
518024951,1,4,2000,1000,600,3.3,10000,4,9,23999,22639,594,10,756,0,9999.637437,0.007630
518024951,1,4,3000,1000,600,3.3,10000,4,9,23999,21426,1150,58,1365,0,9999.215708,0.016504
518024951,1,4,4000,1000,600,3.3,10000,4,9,24000,20164,1868,402,1566,0,9998.073819,0.040534
518024951,1,4,5000,1000,600,3.3,10000,4,9,23999,16649,4623,858,1869,0,9997.062545,0.061815
518024951,1,4,6000,1000,600,3.3,10000,4,9,23999,13408,6911,1241,2439,0,9996.492274,0.073816
518024951,1,4,8000,1000,600,3.3,10000,4,9,23999,10783,7998,1334,3884,0,9995.984826,0.084494
652227427,1,4,2000,1000,600,3.3,10000,4,9,24000,22461,719,10,810,0,9999.632811,0.007727
652227427,1,4,3000,1000,600,3.3,10000,4,9,24000,21605,1007,44,1344,0,9999.208953,0.016647
652227427,1,4,4000,1000,600,3.3,10000,4,9,23999,20212,1881,347,1559,0,9998.047162,0.041095
652227427,1,4,5000,1000,600,3.3,10000,4,9,23998,16555,4542,794,2107,0,9997.054530,0.061984
652227427,1,4,6000,1000,600,3.3,10000,4,9,23998,14069,6581,1008,2340,0,9996.531093,0.072999
652227427,1,4,8000,1000,600,3.3,10000,4,9,23998,10954,8066,1120,3858,0,9996.012838,0.083905
2447348191,1,4,2000,1000,600,3.3,10000,4,9,24000,22734,503,7,756,0,9999.633639,0.007710
2447348191,1,4,3000,1000,600,3.3,10000,4,9,24000,21616,1073,54,1257,0,9999.202367,0.016785
2447348191,1,4,4000,1000,600,3.3,10000,4,9,24000,20407,1832,350,1411,0,9998.025147,0.041558
2447348191,1,4,5000,1000,600,3.3,10000,4,9,23999,16269,4993,769,1968,0,9996.970743,0.063747
2447348191,1,4,6000,1000,600,3.3,10000,4,9,23999,13918,6963,1011,2107,0,9996.456182,0.074575
2447348191,1,4,8000,1000,600,3.3,10000,4,9,23999,10870,8372,1077,3680,0,9995.924360,0.085767
2314927680,1,32,2000,1000,600,3.3,10000,4,9,23998,8612,13378,2008,0,0,9995.294915,0.099013
2314927680,1,32,3000,1000,600,3.3,10000,4,9,23998,8629,13361,2008,0,0,9995.291417,0.099086
2314927680,1,32,4000,1000,600,3.3,10000,4,9,23998,8674,13305,2008,11,0,9995.287344,0.099172
2314927680,1,32,5000,1000,600,3.3,10000,4,9,23998,8620,12680,1881,817,0,9995.286210,0.099196
2314927680,1,32,6000,1000,600,3.3,10000,4,9,23998,8461,12435,1814,1288,0,9995.285734,0.099206
2314927680,1,32,8000,1000,600,3.3,10000,4,9,23997,8182,11176,1555,3084,0,9995.288572,0.099146
861648815,1,32,2000,1000,600,3.3,10000,4,9,23999,8577,13371,2051,0,0,9995.291368,0.099087
861648815,1,32,3000,1000,600,3.3,10000,4,9,23999,8697,13251,2051,0,0,9995.289036,0.099136
861648815,1,32,4000,1000,600,3.3,10000,4,9,23999,8732,13216,2051,0,0,9995.289382,0.099129
861648815,1,32,5000,1000,600,3.3,10000,4,9,23999,8571,12709,1935,784,0,9995.292234,0.099069
861648815,1,32,6000,1000,600,3.3,10000,4,9,23999,8472,12410,1858,1259,0,9995.289181,0.099133
861648815,1,32,8000,1000,600,3.3,10000,4,9,23999,8195,11232,1569,3003,0,9995.288704,0.099143
716359404,1,32,2000,1000,600,3.3,10000,4,9,23999,8643,13243,2113,0,0,9995.289619,0.099124
716359404,1,32,3000,1000,600,3.3,10000,4,9,23999,8733,13153,2113,0,0,9995.289153,0.099134
716359404,1,32,4000,1000,600,3.3,10000,4,9,23999,8701,13182,2110,6,0,9995.291882,0.099077
716359404,1,32,5000,1000,600,3.3,10000,4,9,23999,8580,12648,1950,821,0,9995.288669,0.099144
716359404,1,32,6000,1000,600,3.3,10000,4,9,23999,8493,12276,1885,1345,0,9995.286307,0.099194
716359404,1,32,8000,1000,600,3.3,10000,4,9,23999,8228,11174,1616,2981,0,9995.284776,0.099226
518024951,1,32,2000,1000,600,3.3,10000,4,9,23999,8537,13186,2276,0,0,9995.291919,0.099076
518024951,1,32,3000,1000,600,3.3,10000,4,9,23999,8557,13166,2276,0,0,9995.292619,0.099061
518024951,1,32,4000,1000,600,3.3,10000,4,9,23999,8554,13155,2275,15,0,9995.290116,0.099114
518024951,1,32,5000,1000,600,3.3,10000,4,9,23999,8357,12671,2139,832,0,9995.287150,0.099176
518024951,1,32,6000,1000,600,3.3,10000,4,9,23999,8273,12268,2057,1401,0,9995.284635,0.099229
518024951,1,32,8000,1000,600,3.3,10000,4,9,23999,8074,11057,1760,3108,0,9995.286976,0.099180
652227427,1,32,2000,1000,600,3.3,10000,4,9,23998,8707,13243,2048,0,0,9995.292764,0.099058
652227427,1,32,3000,1000,600,3.3,10000,4,9,23998,8749,13201,2048,0,0,9995.294163,0.099029
652227427,1,32,4000,1000,600,3.3,10000,4,9,23998,8744,13192,2047,15,0,9995.289895,0.099118
652227427,1,32,5000,1000,600,3.3,10000,4,9,23998,8602,12653,1897,846,0,9995.288092,0.099156
652227427,1,32,6000,1000,600,3.3,10000,4,9,23998,8528,12166,1818,1486,0,9995.288741,0.099143
652227427,1,32,8000,1000,600,3.3,10000,4,9,23999,8249,11108,1570,3072,0,9995.289745,0.099122
2447348191,1,32,2000,1000,600,3.3,10000,4,9,23997,8741,13395,1861,0,0,9995.292354,0.099067
2447348191,1,32,3000,1000,600,3.3,10000,4,9,23997,8750,13386,1861,0,0,9995.291382,0.099087
2447348191,1,32,4000,1000,600,3.3,10000,4,9,23997,8770,13366,1861,0,0,9995.294160,0.099029
2447348191,1,32,5000,1000,600,3.3,10000,4,9,23997,8660,12698,1732,907,0,9995.288667,0.099144
2447348191,1,32,6000,1000,600,3.3,10000,4,9,23997,8582,12509,1686,1220,0,9995.288303,0.099152
2447348191,1,32,8000,1000,600,3.3,10000,4,9,23997,8307,11139,1473,3078,0,9995.287877,0.099161
2314927680,1,27,2000,1000,600,3.3,10000,4,9,24000,22060,968,0,972,0,9999.723869,0.005811
2314927680,1,27,3000,1000,600,3.3,10000,4,9,24000,20157,860,1,2982,0,9999.723824,0.005812
2314927680,1,27,4000,1000,600,3.3,10000,4,9,24000,18838,763,1,4398,0,9999.724044,0.005807
2314927680,1,27,5000,1000,600,3.3,10000,4,9,24000,16058,670,0,7272,0,9999.724044,0.005807
2314927680,1,27,6000,1000,600,3.3,10000,4,9,24000,12419,415,0,11166,0,9999.724085,0.005806
2314927680,1,27,8000,1000,600,3.3,10000,4,9,24000,8546,232,0,15222,0,9999.724085,0.005806
861648815,1,27,2000,1000,600,3.3,10000,4,9,24000,22062,875,1,1062,0,9999.723857,0.005811
861648815,1,27,3000,1000,600,3.3,10000,4,9,24000,20086,703,2,3209,0,9999.724015,0.005808
861648815,1,27,4000,1000,600,3.3,10000,4,9,24000,19060,661,1,4278,0,9999.723963,0.005809
861648815,1,27,5000,1000,600,3.3,10000,4,9,24000,16293,470,1,7236,0,9999.723992,0.005808
861648815,1,27,6000,1000,600,3.3,10000,4,9,24000,12740,316,0,10944,0,9999.724020,0.005808
861648815,1,27,8000,1000,600,3.3,10000,4,9,24000,8865,177,0,14958,0,9999.724112,0.005806
716359404,1,27,2000,1000,600,3.3,10000,4,9,24000,22017,1063,2,918,0,9999.723816,0.005812
716359404,1,27,3000,1000,600,3.3,10000,4,9,24000,19998,893,1,3108,0,9999.723927,0.005810
716359404,1,27,4000,1000,600,3.3,10000,4,9,24000,18915,794,1,4290,0,9999.723931,0.005810
716359404,1,27,5000,1000,600,3.3,10000,4,9,24000,16211,636,1,7152,0,9999.723946,0.005809
716359404,1,27,6000,1000,600,3.3,10000,4,9,24000,12513,386,1,11100,0,9999.723862,0.005811
716359404,1,27,8000,1000,600,3.3,10000,4,9,24000,8754,221,1,15024,0,9999.723964,0.005809
518024951,1,27,2000,1000,600,3.3,10000,4,9,23999,21806,1074,3,1116,0,9999.723856,0.005811
518024951,1,27,3000,1000,600,3.3,10000,4,9,23999,20013,947,3,3036,0,9999.723836,0.005812
518024951,1,27,4000,1000,600,3.3,10000,4,9,23999,18750,842,3,4404,0,9999.723960,0.005809
518024951,1,27,5000,1000,600,3.3,10000,4,9,23999,16213,634,0,7152,0,9999.723872,0.005811
518024951,1,27,6000,1000,600,3.3,10000,4,9,23999,12429,457,2,11111,0,9999.723854,0.005811
518024951,1,27,8000,1000,600,3.3,10000,4,9,23999,8561,258,0,15180,0,9999.723956,0.005809
652227427,1,27,2000,1000,600,3.3,10000,4,9,24000,21912,1003,6,1079,0,9999.723772,0.005813
652227427,1,27,3000,1000,600,3.3,10000,4,9,24000,20087,791,5,3117,0,9999.723853,0.005811
652227427,1,27,4000,1000,600,3.3,10000,4,9,24000,18946,780,4,4270,0,9999.723799,0.005812
652227427,1,27,5000,1000,600,3.3,10000,4,9,24000,16033,639,4,7324,0,9999.724027,0.005808
652227427,1,27,6000,1000,600,3.3,10000,4,9,24000,12345,410,2,11243,0,9999.724027,0.005808
652227427,1,27,8000,1000,600,3.3,10000,4,9,24000,8753,217,1,15029,0,9999.723986,0.005808
2447348191,1,27,2000,1000,600,3.3,10000,4,9,24000,22091,868,3,1038,0,9999.723696,0.005814
2447348191,1,27,3000,1000,600,3.3,10000,4,9,24000,20345,723,4,2928,0,9999.723995,0.005808
2447348191,1,27,4000,1000,600,3.3,10000,4,9,24000,18986,690,4,4320,0,9999.723925,0.005810
2447348191,1,27,5000,1000,600,3.3,10000,4,9,24000,16253,479,3,7265,0,9999.724075,0.005806
2447348191,1,27,6000,1000,600,3.3,10000,4,9,24000,12605,395,2,10998,0,9999.723829,0.005812
2447348191,1,27,8000,1000,600,3.3,10000,4,9,24000,8730,216,0,15054,0,9999.723872,0.005811
2314927680,1,6,2000,1000,600,3.3,10000,4,9,24000,21224,2329,394,53,0,9997.978809,0.042533
2314927680,1,6,3000,1000,600,3.3,10000,4,9,24000,20762,2325,388,525,0,9997.978716,0.042535
2314927680,1,6,4000,1000,600,3.3,10000,4,9,24000,19945,2213,379,1463,0,9997.980340,0.042501
2314927680,1,6,5000,1000,600,3.3,10000,4,9,24000,19455,2148,355,2042,0,9997.972980,0.042656
2314927680,1,6,6000,1000,600,3.3,10000,4,9,24000,18482,2003,338,3177,0,9997.974641,0.042621
2314927680,1,6,8000,1000,600,3.3,10000,4,9,24000,15746,1614,241,6399,0,9997.976997,0.042572
861648815,1,6,2000,1000,600,3.3,10000,4,9,23999,21522,1991,427,59,0,9997.976971,0.042572
861648815,1,6,3000,1000,600,3.3,10000,4,9,23999,21061,1968,427,543,0,9997.972350,0.042669
861648815,1,6,4000,1000,600,3.3,10000,4,9,23999,20323,1897,410,1369,0,9997.978719,0.042535
861648815,1,6,5000,1000,600,3.3,10000,4,9,24000,19650,1772,373,2205,0,9997.978329,0.042544
861648815,1,6,6000,1000,600,3.3,10000,4,9,23999,18683,1700,363,3253,0,9997.976806,0.042576
861648815,1,6,8000,1000,600,3.3,10000,4,9,24000,15853,1360,295,6492,0,9997.979840,0.042512
716359404,1,6,2000,1000,600,3.3,10000,4,9,24000,21476,2014,435,75,0,9997.979751,0.042514
716359404,1,6,3000,1000,600,3.3,10000,4,9,24000,21055,1960,428,557,0,9997.978041,0.042550
716359404,1,6,4000,1000,600,3.3,10000,4,9,24000,20295,1911,409,1385,0,9997.977912,0.042552
716359404,1,6,5000,1000,600,3.3,10000,4,9,24000,19545,1770,362,2323,0,9997.979038,0.042529
716359404,1,6,6000,1000,600,3.3,10000,4,9,24000,18724,1749,361,3166,0,9997.980003,0.042508
716359404,1,6,8000,1000,600,3.3,10000,4,9,24000,15974,1401,260,6365,0,9997.979250,0.042524
518024951,1,6,2000,1000,600,3.3,10000,4,9,23999,21359,2134,446,60,0,9997.975083,0.042612
518024951,1,6,3000,1000,600,3.3,10000,4,9,23999,20913,2058,443,585,0,9997.978951,0.042530
518024951,1,6,4000,1000,600,3.3,10000,4,9,23999,20143,2028,425,1403,0,9997.976799,0.042576
518024951,1,6,5000,1000,600,3.3,10000,4,9,23999,19451,1866,397,2285,0,9997.978190,0.042547
518024951,1,6,6000,1000,600,3.3,10000,4,9,23999,18497,1741,388,3373,0,9997.978543,0.042539
518024951,1,6,8000,1000,600,3.3,10000,4,9,23999,15911,1388,268,6432,0,9997.976153,0.042589
652227427,1,6,2000,1000,600,3.3,10000,4,9,23999,21354,2156,387,102,0,9997.979874,0.042511
652227427,1,6,3000,1000,600,3.3,10000,4,9,23999,20873,2086,379,661,0,9997.977258,0.042566
652227427,1,6,4000,1000,600,3.3,10000,4,9,23999,20216,2060,371,1352,0,9997.978987,0.042530
652227427,1,6,5000,1000,600,3.3,10000,4,9,23999,19372,1974,360,2293,0,9997.979528,0.042518
652227427,1,6,6000,1000,600,3.3,10000,4,9,23999,18638,1824,326,3211,0,9997.978443,0.042541
652227427,1,6,8000,1000,600,3.3,10000,4,9,24000,15767,1524,254,6455,0,9997.976677,0.042578
2447348191,1,6,2000,1000,600,3.3,10000,4,9,24000,21497,2017,397,89,0,9997.979181,0.042526
2447348191,1,6,3000,1000,600,3.3,10000,4,9,24000,20999,2026,393,582,0,9997.979394,0.042521
2447348191,1,6,4000,1000,600,3.3,10000,4,9,24000,20332,2006,370,1292,0,9997.974344,0.042627
2447348191,1,6,5000,1000,600,3.3,10000,4,9,24000,19628,1845,353,2174,0,9997.979065,0.042528
2447348191,1,6,6000,1000,600,3.3,10000,4,9,24000,18707,1783,320,3190,0,9997.977326,0.042565
2447348191,1,6,8000,1000,600,3.3,10000,4,9,24000,15955,1512,250,6283,0,9997.974835,0.042617
