964.406 1324.08 5
-498.66 -1239.35 5
66.5192 2417.14 5
882.286 -1020.13 5
618.524 -259.441 5
895.259 -1167.39 5
743.541 -1029.05 5
-1130.13 -1967.09 5
980.993 1708.22 5
659.082 -2601.55 5
-1935.47 -1769.1 5
-643.945 -1926.27 5
1241.56 1133.05 5
988.564 -1006.6 5
1686.77 -1571.44 5
163.796 137.555 5
2195.8 -78.07 5
1817.5 1200.76 5
1822.36 1936.79 5
-290.325 -2909.27 4
-2036.05 462.4 5
-1081.09 667.362 5
-1118.47 -1935.43 5
-202.872 1671.56 5
-1404.92 -1259.42 5
-216.867 -1774.87 5
1.8013 -2426.16 5
-265.661 -2287.2 5
-55.4979 2536.15 5
-2535.84 1263.11 5
79.0276 527.202 5
-1723.71 -137.78 5
-1120.84 -523.323 5
2757.99 -124.7 5
-2206.29 -13.6879 5
-1169.02 125.764 5
761.938 557.691 5
-502.116 1618.9 5
2364.36 46.0251 5
-1226.97 891.208 5
-434.306 625.918 5
-1538.9 673.11 5
1374.56 -1933.16 5
1493.86 1986.93 5
1324.33 -1322.5 5
-291.434 -2726.55 5
933.75 253.438 5
-1138.41 -368.534 5
791.603 -1374.37 5
2850.02 104.987 5
1417.11 -1833.59 5
1364.7 -1325.71 5
847.173 -2053.4 5
-2431.51 952.252 5
616.586 677.94 5
-1835.69 1612.38 5
-740.431 945.543 5
256.258 -2711.03 5
1921.41 -1772.16 5
-1039.77 1685.31 5
-402.515 -2459.28 5
-367.124 158.507 5
-283.891 -689.467 5
2361.55 1840.55 4
-1846.85 -323.033 5
-1684.7 -234.186 5
2137.9 -1187.29 5
1398.73 2286.67 5
1328.26 -2151.49 5
749.17 -634.187 5
2145.7 124.242 5
-1250.01 -136.081 5
-2423.84 199.075 5
2246.71 542.757 5
439.69 -239.169 5
-10.0392 -286.466 5
2029.59 -2196.16 4
1465.82 -2281.96 5
2519.18 -1338.65 5
-1626.93 -665.143 5
2996.12 -49.5336 4
1114.29 -839.783 5
1633.65 2465.31 4
-2809.29 -399.424 5
1307.33 2430.84 5
-1844.49 1699.03 5
-2031.59 1959.6 5
1530.98 2501.13 4
-942.96 1360.81 5
-2361.93 308.925 5
1054.28 651.11 5
-667.806 -464.649 5
2124.45 -1959.99 5
-453.956 -1420 5
-1389.43 2336.68 5
-774.604 -1332.68 5
-2149.92 -1232.72 5
2611.37 930.488 5
2184.96 -1103.29 5
-1002.47 -2329.35 5
-2573.42 236.573 5
-199.21 -926.162 5
-604.275 2930.93 4
-2088.34 -683.483 5
-2919.95 159.454 4
-1109.61 -216.003 5
-1662.3 -447.258 5
509.119 2183.81 5
-253.478 1068.87 5
-1374.82 -1286.62 5
1391.05 1611.01 5
16.0977 630.114 5
-2255.86 -1195.98 5
1745.64 714.006 5
-2807.42 -365.134 5
-1345.01 2381.9 5
1368.74 1245.5 5
-1544.87 675.268 5
-1301.87 -2248.35 5
-952.224 -177.867 5
-2540.63 564.442 5
2024.83 398.517 5
-135.763 -1427.21 5
-1047.94 2160.06 5
2622.1 -705.902 5
2233.07 -1640.8 5
-1946.95 -840.547 5
-1999.6 1227.21 5
-2563.84 931.96 5
-753.291 -1730.83 5
709.037 -1845.66 5
