packetSize,Algoritmo,Radius,nDevices,appPeriodsSeconds,batteryVoltage,batteryEnergyInit,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,batteryEnergyFinal
100,13,8000,200,600,3.3,10000,708,694,14,0,0,0,9998.67
100,13,10000,200,600,3.3,10000,468,446,22,0,0,0,9998.84
100,13,12000,200,600,3.3,10000,372,350,22,0,0,0,9998.98
100,13,15000,200,600,3.3,10000,228,216,12,0,0,0,9999.28
100,1,2000,1000,600,3.3,10000,12000,10579,1396,25,0,0,9999.57
100,1,4000,1000,600,3.3,10000,12000,10579,1396,25,0,0,9999.57
100,1,5000,1000,600,3.3,10000,8268,7596,660,12,0,0,9999.69
100,1,6000,1000,600,3.3,10000,5952,5604,343,5,0,0,9999.77
100,1,8000,1000,600,3.3,10000,3276,3155,120,1,0,0,9999.86
100,1,10000,1000,600,3.3,10000,2064,2025,39,0,0,0,9999.9
100,1,12000,1000,600,3.3,10000,1440,1422,18,0,0,0,9999.92
100,1,15000,1000,600,3.3,10000,828,810,18,0,0,0,9999.94
100,2,2000,1000,600,3.3,10000,11997,1447,7094,3456,0,0,9991.86
100,2,4000,1000,600,3.3,10000,11997,1448,7093,3456,0,0,9991.86
100,2,5000,1000,600,3.3,10000,8265,1721,5025,1519,0,0,9994.38
100,2,6000,1000,600,3.3,10000,5950,1834,3391,725,0,0,9995.94
100,2,8000,1000,600,3.3,10000,3276,1612,1493,171,0,0,9997.75
100,2,10000,1000,600,3.3,10000,2064,1285,732,47,0,0,9998.57
100,2,12000,1000,600,3.3,10000,1440,1071,356,13,0,0,9998.99
100,2,15000,1000,600,3.3,10000,828,703,124,1,0,0,9999.4
100,3,2000,1000,600,3.3,10000,11999,9516,1643,840,0,0,9997.13
100,3,4000,1000,600,3.3,10000,11999,9516,1643,840,0,0,9997.13
100,3,5000,1000,600,3.3,10000,8268,7605,589,74,0,0,9999.09
100,3,6000,1000,600,3.3,10000,5952,5680,263,9,0,0,9999.57
100,3,8000,1000,600,3.3,10000,3276,3185,90,1,0,0,9999.82
100,3,10000,1000,600,3.3,10000,2064,2025,39,0,0,0,9999.89
100,3,12000,1000,600,3.3,10000,1440,1422,18,0,0,0,9999.92
100,3,15000,1000,600,3.3,10000,828,810,18,0,0,0,9999.94
100,6,2000,1000,600,3.3,10000,12000,10579,1396,25,0,0,9999.57
100,6,4000,1000,600,3.3,10000,12000,11069,883,48,0,0,9999.29
100,6,5000,1000,600,3.3,10000,8268,7794,456,18,0,0,9999.47
100,6,6000,1000,600,3.3,10000,5952,5711,232,9,0,0,9999.6
100,6,8000,1000,600,3.3,10000,3276,3196,77,3,0,0,9999.76
100,6,10000,1000,600,3.3,10000,2064,2046,18,0,0,0,9999.84
100,6,12000,1000,600,3.3,10000,1440,1422,18,0,0,0,9999.87
100,6,15000,1000,600,3.3,10000,828,828,0,0,0,0,9999.92
100,7,2000,1000,600,3.3,10000,12000,11034,803,163,0,0,9998.79
100,7,4000,1000,600,3.3,10000,12000,10960,824,216,0,0,9998.6
100,7,5000,1000,600,3.3,10000,8268,7622,584,62,0,0,9999.13
100,7,6000,1000,600,3.3,10000,5952,5490,383,79,0,0,9998.71
100,7,8000,1000,600,3.3,10000,3276,2734,470,72,0,0,9998.66
100,7,10000,1000,600,3.3,10000,2064,1710,331,23,0,0,9998.95
100,7,12000,1000,600,3.3,10000,1440,1234,199,7,0,0,9999.21
100,7,15000,1000,600,3.3,10000,828,750,77,1,0,0,9999.49
100,8,2000,1000,600,3.3,10000,11997,4484,5106,2407,0,0,9994.02
100,8,4000,1000,600,3.3,10000,11997,4485,5094,2418,0,0,9994
100,8,5000,1000,600,3.3,10000,8265,5026,2453,786,0,0,9996.46
100,8,6000,1000,600,3.3,10000,5950,4549,1139,262,0,0,9997.7
100,8,8000,1000,600,3.3,10000,3276,2697,500,79,0,0,9998.52
100,8,10000,1000,600,3.3,10000,2064,1707,334,23,0,0,9998.94
100,8,12000,1000,600,3.3,10000,1440,1234,199,7,0,0,9999.2
100,8,15000,1000,600,3.3,10000,828,750,77,1,0,0,9999.49
100,10,2000,1000,600,3.3,10000,11999,7189,3603,1207,0,0,9996.4
100,10,4000,1000,600,3.3,10000,11999,7175,3602,1222,0,0,9996.38
100,10,5000,1000,600,3.3,10000,8267,6063,1899,305,0,0,9998
100,10,6000,1000,600,3.3,10000,5952,5004,802,146,0,0,9998.32
100,10,8000,1000,600,3.3,10000,3276,2714,487,75,0,0,9998.61
100,10,10000,1000,600,3.3,10000,2064,1710,331,23,0,0,9998.94
100,10,12000,1000,600,3.3,10000,1440,1234,199,7,0,0,9999.2
100,10,15000,1000,600,3.3,10000,828,750,77,1,0,0,9999.49
100,12,2000,1000,600,3.3,10000,11999,9502,1661,836,0,0,9997.13
100,12,4000,1000,600,3.3,10000,11999,9407,1718,874,0,0,9997.07
100,12,5000,1000,600,3.3,10000,8268,7099,1049,120,0,0,9998.81
100,12,6000,1000,600,3.3,10000,5952,5497,373,82,0,0,9998.65
100,12,8000,1000,600,3.3,10000,3276,2734,470,72,0,0,9998.66
100,12,10000,1000,600,3.3,10000,2064,1710,331,23,0,0,9998.95
100,12,12000,1000,600,3.3,10000,1440,1234,199,7,0,0,9999.21
100,12,15000,1000,600,3.3,10000,828,750,77,1,0,0,9999.49
100,13,2000,1000,600,3.3,10000,12000,10241,1422,337,0,0,9998.18
100,13,4000,1000,600,3.3,10000,12000,10050,1583,367,0,0,9998.1
100,13,5000,1000,600,3.3,10000,8268,7276,905,87,0,0,9998.95
100,13,6000,1000,600,3.3,10000,5952,5485,385,82,0,0,9998.67
100,13,8000,1000,600,3.3,10000,3276,2734,470,72,0,0,9998.66
100,13,10000,1000,600,3.3,10000,2064,1710,331,23,0,0,9998.95
100,13,12000,1000,600,3.3,10000,1440,1234,199,7,0,0,9999.21
100,13,15000,1000,600,3.3,10000,828,750,77,1,0,0,9999.49
