packetSize,Algoritmo,Radius,nDevices,appPeriodsSeconds,batteryVoltage,batteryEnergyInit,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,batteryEnergyFinal
40,13,10000,200,600,3.3,10000,2400,1482,159,5,754,0,9996.46
40,13,12000,200,600,3.3,10000,2400,1139,109,0,1152,0,9996.13
40,13,15000,200,600,3.3,10000,2400,774,54,0,1572,0,9995.89
40,1,2000,1000,600,3.3,10000,12000,11241,754,5,0,0,9999.75
40,1,4000,1000,600,3.3,10000,12000,11241,754,5,0,0,9999.75
40,1,5000,1000,600,3.3,10000,12000,7868,398,3,3731,0,9999.75
40,1,6000,1000,600,3.3,10000,12000,5757,195,1,6047,0,9999.75
40,1,8000,1000,600,3.3,10000,12000,3203,73,1,8723,0,9999.75
40,1,10000,1000,600,3.3,10000,12000,2037,27,1,9935,0,9999.75
40,1,12000,1000,600,3.3,10000,12000,1423,17,1,10559,0,9999.75
40,1,15000,1000,600,3.3,10000,12000,814,14,1,11171,0,9999.75
40,2,2000,1000,600,3.3,10000,11999,3300,7053,1646,0,0,9995.37
40,2,4000,1000,600,3.3,10000,11999,3301,7052,1646,0,0,9995.37
40,2,5000,1000,600,3.3,10000,11999,3301,7052,1646,0,0,9995.37
40,2,6000,1000,600,3.3,10000,11999,3301,7052,1646,0,0,9995.37
40,2,8000,1000,600,3.3,10000,11999,3301,7052,1646,0,0,9995.37
40,2,10000,1000,600,3.3,10000,11999,3103,5739,1179,1978,0,9995.37
40,2,12000,1000,600,3.3,10000,12000,2712,3679,644,4965,0,9995.37
40,2,15000,1000,600,3.3,10000,12000,2294,2029,299,7378,0,9995.37
40,3,2000,1000,600,3.3,10000,12000,10697,1034,269,0,0,9998.39
40,3,4000,1000,600,3.3,10000,12000,10697,1034,269,0,0,9998.39
40,3,5000,1000,600,3.3,10000,12000,10697,1034,269,0,0,9998.39
40,3,6000,1000,600,3.3,10000,12000,10697,1034,269,0,0,9998.39
40,3,8000,1000,600,3.3,10000,12000,10697,1034,269,0,0,9998.39
40,3,10000,1000,600,3.3,10000,12000,2743,29,1,9227,0,9998.39
40,3,12000,1000,600,3.3,10000,12000,1426,14,1,10559,0,9998.39
40,3,15000,1000,600,3.3,10000,12000,814,14,1,11171,0,9998.39
40,6,2000,1000,600,3.3,10000,12000,11241,754,5,0,0,9999.75
40,6,4000,1000,600,3.3,10000,12000,11497,491,12,0,0,9999.6
40,6,5000,1000,600,3.3,10000,12000,11263,706,31,0,0,9999.31
40,6,6000,1000,600,3.3,10000,12000,10936,891,173,0,0,9998.59
40,6,8000,1000,600,3.3,10000,11999,7971,3301,727,0,0,9997.21
40,6,10000,1000,600,3.3,10000,11999,5733,3564,622,2080,0,9996.53
40,6,12000,1000,600,3.3,10000,12000,4152,2406,343,5099,0,9996.15
40,6,15000,1000,600,3.3,10000,12000,3084,1288,142,7486,0,9995.88
40,7,2000,1000,600,3.3,10000,12000,11537,423,40,0,0,9999.32
40,7,4000,1000,600,3.3,10000,12000,11462,485,53,0,0,9999.21
40,7,5000,1000,600,3.3,10000,12000,11211,705,84,0,0,9998.99
40,7,6000,1000,600,3.3,10000,12000,9852,1043,289,816,0,9998.34
40,7,8000,1000,600,3.3,10000,11999,6202,2992,777,2028,0,9997.06
40,7,10000,1000,600,3.3,10000,11999,4306,3317,711,3665,0,9996.43
40,7,12000,1000,600,3.3,10000,12000,3156,2547,433,5864,0,9996.08
40,7,15000,1000,600,3.3,10000,12000,2477,1520,203,7800,0,9995.82
40,8,2000,1000,600,3.3,10000,11999,6538,4429,1032,0,0,9996.62
40,8,4000,1000,600,3.3,10000,11999,6537,4425,1037,0,0,9996.61
40,8,5000,1000,600,3.3,10000,11999,6511,4438,1050,0,0,9996.58
40,8,6000,1000,600,3.3,10000,11999,6257,4595,1147,0,0,9996.4
40,8,8000,1000,600,3.3,10000,11999,5163,5482,1354,0,0,9995.97
40,8,10000,1000,600,3.3,10000,11999,4319,4685,981,2014,0,9995.77
40,8,12000,1000,600,3.3,10000,12000,3483,2963,524,5030,0,9995.64
40,8,15000,1000,600,3.3,10000,12000,2584,1573,211,7632,0,9995.55
40,10,2000,1000,600,3.3,10000,12000,9159,2455,386,0,0,9998.01
40,10,4000,1000,600,3.3,10000,12000,9158,2455,387,0,0,9998
40,10,5000,1000,600,3.3,10000,12000,9037,2558,405,0,0,9997.95
40,10,6000,1000,600,3.3,10000,12000,8749,2709,542,0,0,9997.6
40,10,8000,1000,600,3.3,10000,11999,7483,3549,967,0,0,9996.65
40,10,10000,1000,600,3.3,10000,11999,4940,3398,768,2893,0,9996.19
40,10,12000,1000,600,3.3,10000,12000,3430,2569,455,5546,0,9995.91
40,10,15000,1000,600,3.3,10000,12000,2512,1520,203,7765,0,9995.72
40,12,2000,1000,600,3.3,10000,12000,10688,1044,268,0,0,9998.4
40,12,4000,1000,600,3.3,10000,12000,10629,1094,277,0,0,9998.36
40,12,5000,1000,600,3.3,10000,12000,10387,1299,314,0,0,9998.24
40,12,6000,1000,600,3.3,10000,12000,9805,1701,494,0,0,9997.78
40,12,8000,1000,600,3.3,10000,11999,7593,3455,951,0,0,9996.76
40,12,10000,1000,600,3.3,10000,11999,4312,3349,711,3627,0,9996.26
40,12,12000,1000,600,3.3,10000,12000,3153,2550,433,5864,0,9995.96
40,12,15000,1000,600,3.3,10000,12000,2477,1520,203,7800,0,9995.75
40,13,2000,1000,600,3.3,10000,12000,11104,802,94,0,0,9999
40,13,4000,1000,600,3.3,10000,12000,10982,916,102,0,0,9998.95
40,13,5000,1000,600,3.3,10000,12000,10655,1211,134,0,0,9998.82
40,13,6000,1000,600,3.3,10000,12000,10262,1410,328,0,0,9998.25
40,13,8000,1000,600,3.3,10000,11999,7118,2817,778,1286,0,9997.02
40,13,10000,1000,600,3.3,10000,11999,4364,3297,711,3627,0,9996.42
40,13,12000,1000,600,3.3,10000,12000,3160,2543,433,5864,0,9996.07
40,13,15000,1000,600,3.3,10000,12000,2477,1520,203,7800,0,9995.83
