packetSize,Algoritmo,Radius,nDevices,appPeriodsSeconds,batteryVoltage,batteryEnergyInit,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,batteryEnergyFinal
200,12,5000,1000,600,3.3,10000,5928,5213,642,73,0,0,9998.78
200,12,6000,1000,600,3.3,10000,4081,3697,302,82,0,0,9998.51
200,12,8000,1000,600,3.3,10000,2177,1747,375,55,0,0,9998.45
200,12,10000,1000,600,3.3,10000,1391,1176,204,11,0,0,9998.87
200,12,12000,1000,600,3.3,10000,880,780,100,0,0,0,9999.22
200,12,15000,1000,600,3.3,10000,574,503,71,0,0,0,9999.41
200,13,2000,1000,600,3.3,10000,12000,8746,2252,1002,0,0,9996.83
200,13,4000,1000,600,3.3,10000,9120,7444,1440,236,0,0,9998.33
200,13,5000,1000,600,3.3,10000,5928,5258,602,68,0,0,9998.82
200,13,6000,1000,600,3.3,10000,4081,3682,317,82,0,0,9998.52
200,13,8000,1000,600,3.3,10000,2177,1747,375,55,0,0,9998.45
200,13,10000,1000,600,3.3,10000,1391,1176,204,11,0,0,9998.87
200,13,12000,1000,600,3.3,10000,880,780,100,0,0,0,9999.22
200,13,15000,1000,600,3.3,10000,574,503,71,0,0,0,9999.41
