RunSeed,Seed,Algoritmo,Radius,nDevices,appPeriodsSeconds,batteryVoltage,batteryEnergyInit,hours,TxPowerdBm,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,batteryEnergyFinal,currenthora
652227427,1,3,8000,1000,600,3.3,10000,4,9,24000,3432,29,5,20534,0,9999.197370,0.016890
2447348191,1,3,2000,1000,600,3.3,10000,4,9,24000,23252,696,52,0,0,9999.197236,0.016893
2447348191,1,3,3000,1000,600,3.3,10000,4,9,24000,19619,572,49,3760,0,9999.197353,0.016891
2447348191,1,3,4000,1000,600,3.3,10000,4,9,24000,12069,362,37,11532,0,9999.197353,0.016891
2447348191,1,3,5000,1000,600,3.3,10000,4,9,24000,8562,248,32,15158,0,9999.197353,0.016891
2447348191,1,3,6000,1000,600,3.3,10000,4,9,24000,6172,136,16,17676,0,9999.197353,0.016891
2447348191,1,3,8000,1000,600,3.3,10000,4,9,24000,3219,45,2,20734,0,9999.197353,0.016891
2314927680,1,4,2000,1000,600,3.3,10000,4,9,24000,23306,688,6,0,0,9999.600173,0.008414
2314927680,1,4,3000,1000,600,3.3,10000,4,9,24000,20927,1300,45,1728,0,9999.143912,0.018015
2314927680,1,4,4000,1000,600,3.3,10000,4,9,24000,18598,2083,335,2984,0,9997.869053,0.044843
2314927680,1,4,5000,1000,600,3.3,10000,4,9,23999,14925,4935,791,3348,0,9996.731599,0.068779
2314927680,1,4,6000,1000,600,3.3,10000,4,9,23998,12256,7257,1116,3369,0,9996.099746,0.082076
2314927680,1,4,8000,1000,600,3.3,10000,4,9,23998,7763,5388,559,10288,0,9995.448434,0.095782
861648815,1,4,2000,1000,600,3.3,10000,4,9,24000,23434,562,4,0,0,9999.589763,0.008633
861648815,1,4,3000,1000,600,3.3,10000,4,9,24000,20968,1326,42,1664,0,9999.104636,0.018842
861648815,1,4,4000,1000,600,3.3,10000,4,9,23999,18734,1991,410,2864,0,9997.729239,0.047785
861648815,1,4,5000,1000,600,3.3,10000,4,9,23999,14872,5082,841,3204,0,9996.668615,0.070105
861648815,1,4,6000,1000,600,3.3,10000,4,9,23999,12174,7424,1126,3275,0,9996.064779,0.082812
861648815,1,4,8000,1000,600,3.3,10000,4,9,24000,7916,5397,585,10102,0,9995.448066,0.095790
716359404,1,4,2000,1000,600,3.3,10000,4,9,24000,23247,749,4,0,0,9999.598978,0.008439
716359404,1,4,3000,1000,600,3.3,10000,4,9,24000,21294,941,39,1726,0,9999.125604,0.018401
716359404,1,4,4000,1000,600,3.3,10000,4,9,24000,18975,1744,364,2917,0,9997.860206,0.045029
716359404,1,4,5000,1000,600,3.3,10000,4,9,24000,15077,4802,809,3312,0,9996.726739,0.068882
716359404,1,4,6000,1000,600,3.3,10000,4,9,24000,12283,7275,1068,3374,0,9996.113273,0.081791
716359404,1,4,8000,1000,600,3.3,10000,4,9,24000,7894,5361,546,10199,0,9995.469189,0.095345
518024951,1,4,2000,1000,600,3.3,10000,4,9,23999,23310,679,10,0,0,9999.599009,0.008438
518024951,1,4,3000,1000,600,3.3,10000,4,9,23999,20987,1243,57,1712,0,9999.120019,0.018518
518024951,1,4,4000,1000,600,3.3,10000,4,9,23999,18713,2064,403,2819,0,9997.826385,0.045741
518024951,1,4,5000,1000,600,3.3,10000,4,9,23999,14906,5028,878,3187,0,9996.677272,0.069923
518024951,1,4,6000,1000,600,3.3,10000,4,9,23999,11615,7765,1309,3310,0,9996.035149,0.083435
518024951,1,4,8000,1000,600,3.3,10000,4,9,23999,7559,5549,655,10236,0,9995.458344,0.095574
652227427,1,4,2000,1000,600,3.3,10000,4,9,24000,23197,789,14,0,0,9999.593497,0.008554
652227427,1,4,3000,1000,600,3.3,10000,4,9,24000,20948,1090,46,1916,0,9999.112512,0.018676
652227427,1,4,4000,1000,600,3.3,10000,4,9,23999,18579,2044,345,3031,0,9997.795897,0.046383
652227427,1,4,5000,1000,600,3.3,10000,4,9,23998,14647,5041,799,3511,0,9996.668847,0.070100
652227427,1,4,6000,1000,600,3.3,10000,4,9,23998,11980,7435,1034,3549,0,9996.080067,0.082490
652227427,1,4,8000,1000,600,3.3,10000,4,9,23998,7787,5331,517,10363,0,9995.486219,0.094987
2447348191,1,4,2000,1000,600,3.3,10000,4,9,24000,23444,549,7,0,0,9999.594208,0.008539
2447348191,1,4,3000,1000,600,3.3,10000,4,9,24000,21209,1154,56,1581,0,9999.104822,0.018838
2447348191,1,4,4000,1000,600,3.3,10000,4,9,24000,19004,2008,358,2630,0,9997.767276,0.046985
2447348191,1,4,5000,1000,600,3.3,10000,4,9,23999,14642,5485,810,3062,0,9996.570006,0.072180
2447348191,1,4,6000,1000,600,3.3,10000,4,9,23999,12092,7779,1045,3083,0,9995.996552,0.084248
2447348191,1,4,8000,1000,600,3.3,10000,4,9,23998,7693,5534,536,10235,0,9995.391015,0.096990
2314927680,1,5,2000,1000,600,3.3,10000,4,9,24000,21856,1866,278,0,0,9998.128343,0.039387
2314927680,1,5,3000,1000,600,3.3,10000,4,9,24000,20801,1828,274,1097,0,9998.128187,0.039390
2314927680,1,5,4000,1000,600,3.3,10000,4,9,24000,18163,1733,262,3842,0,9998.127772,0.039399
2314927680,1,5,5000,1000,600,3.3,10000,4,9,24000,15783,1642,242,6333,0,9998.127590,0.039403
2314927680,1,5,6000,1000,600,3.3,10000,4,9,24000,11147,1235,161,11457,0,9998.128015,0.039394
2314927680,1,5,8000,1000,600,3.3,10000,4,9,24000,5215,385,42,18358,0,9998.127955,0.039395
861648815,1,5,2000,1000,600,3.3,10000,4,9,23999,22215,1497,287,0,0,9998.128253,0.039389
861648815,1,5,3000,1000,600,3.3,10000,4,9,23999,21159,1478,285,1077,0,9998.128309,0.039387
861648815,1,5,4000,1000,600,3.3,10000,4,9,23999,18564,1417,276,3742,0,9998.128284,0.039388
861648815,1,5,5000,1000,600,3.3,10000,4,9,23999,16123,1333,261,6282,0,9998.128132,0.039391
861648815,1,5,6000,1000,600,3.3,10000,4,9,23999,11027,1057,166,11749,0,9998.128314,0.039387
861648815,1,5,8000,1000,600,3.3,10000,4,9,24000,5308,326,39,18327,0,9998.128314,0.039387
716359404,1,5,2000,1000,600,3.3,10000,4,9,24000,22538,1192,270,0,0,9998.128131,0.039391
716359404,1,5,3000,1000,600,3.3,10000,4,9,24000,21469,1167,267,1097,0,9998.127813,0.039398
716359404,1,5,4000,1000,600,3.3,10000,4,9,24000,18842,1097,252,3809,0,9998.127865,0.039397
716359404,1,5,5000,1000,600,3.3,10000,4,9,24000,16374,994,223,6409,0,9998.127569,0.039403
716359404,1,5,6000,1000,600,3.3,10000,4,9,24000,11646,802,152,11400,0,9998.127619,0.039402
716359404,1,5,8000,1000,600,3.3,10000,4,9,24000,5799,290,45,17866,0,9998.127879,0.039396
518024951,1,5,2000,1000,600,3.3,10000,4,9,23999,22111,1589,299,0,0,9998.128366,0.039386
518024951,1,5,3000,1000,600,3.3,10000,4,9,23999,21039,1542,298,1120,0,9998.128091,0.039392
518024951,1,5,4000,1000,600,3.3,10000,4,9,23999,18437,1478,287,3797,0,9998.127616,0.039402
518024951,1,5,5000,1000,600,3.3,10000,4,9,23999,15869,1347,243,6540,0,9998.127801,0.039398
518024951,1,5,6000,1000,600,3.3,10000,4,9,24000,11206,1017,162,11615,0,9998.128002,0.039394
518024951,1,5,8000,1000,600,3.3,10000,4,9,24000,5283,360,34,18323,0,9998.128123,0.039391
652227427,1,5,2000,1000,600,3.3,10000,4,9,23999,22244,1487,268,0,0,9998.128471,0.039384
652227427,1,5,3000,1000,600,3.3,10000,4,9,23999,21054,1463,264,1218,0,9998.128269,0.039388
652227427,1,5,4000,1000,600,3.3,10000,4,9,23999,18383,1417,246,3953,0,9998.128242,0.039389
652227427,1,5,5000,1000,600,3.3,10000,4,9,23999,15956,1318,215,6510,0,9998.128085,0.039392
652227427,1,5,6000,1000,600,3.3,10000,4,9,23999,11149,1023,144,11683,0,9998.128206,0.039390
652227427,1,5,8000,1000,600,3.3,10000,4,9,23999,5452,311,38,18198,0,9998.128206,0.039390
2447348191,1,5,2000,1000,600,3.3,10000,4,9,24000,22135,1603,262,0,0,9998.128314,0.039387
2447348191,1,5,3000,1000,600,3.3,10000,4,9,24000,20964,1585,260,1191,0,9998.128319,0.039387
2447348191,1,5,4000,1000,600,3.3,10000,4,9,24000,18623,1534,250,3593,0,9998.128252,0.039389
2447348191,1,5,5000,1000,600,3.3,10000,4,9,24000,15775,1402,224,6599,0,9998.128319,0.039387
2447348191,1,5,6000,1000,600,3.3,10000,4,9,24000,10912,1069,165,11854,0,9998.128015,0.039394
2447348191,1,5,8000,1000,600,3.3,10000,4,9,24000,5531,359,54,18056,0,9998.128075,0.039392
2314927680,1,6,2000,1000,600,3.3,10000,4,9,24000,21100,2506,394,0,0,9997.716708,0.048049
2314927680,1,6,3000,1000,600,3.3,10000,4,9,24000,20771,2503,393,333,0,9997.716527,0.048053
2314927680,1,6,4000,1000,600,3.3,10000,4,9,24000,18962,2428,380,2230,0,9997.716161,0.048061
2314927680,1,6,5000,1000,600,3.3,10000,4,9,24000,16952,2274,358,4416,0,9997.715249,0.048080
2314927680,1,6,6000,1000,600,3.3,10000,4,9,24000,14300,1910,305,7485,0,9997.715459,0.048075
2314927680,1,6,8000,1000,600,3.3,10000,4,9,24000,6502,575,72,16851,0,9997.716009,0.048064
861648815,1,6,2000,1000,600,3.3,10000,4,9,23999,21497,2075,427,0,0,9997.716737,0.048048
861648815,1,6,3000,1000,600,3.3,10000,4,9,23999,21176,2074,426,323,0,9997.716628,0.048051
861648815,1,6,4000,1000,600,3.3,10000,4,9,23999,19438,2022,420,2119,0,9997.716761,0.048048
861648815,1,6,5000,1000,600,3.3,10000,4,9,23999,17372,1935,395,4297,0,9997.716761,0.048048
861648815,1,6,6000,1000,600,3.3,10000,4,9,23999,14359,1635,329,7676,0,9997.716761,0.048048
861648815,1,6,8000,1000,600,3.3,10000,4,9,24000,6679,494,82,16745,0,9997.716761,0.048048
716359404,1,6,2000,1000,600,3.3,10000,4,9,24000,21364,2201,435,0,0,9997.716203,0.048060
716359404,1,6,3000,1000,600,3.3,10000,4,9,24000,21020,2195,435,350,0,9997.716006,0.048064
716359404,1,6,4000,1000,600,3.3,10000,4,9,24000,19338,2144,417,2101,0,9997.716213,0.048059
716359404,1,6,5000,1000,600,3.3,10000,4,9,24000,17122,2018,374,4486,0,9997.716181,0.048060
716359404,1,6,6000,1000,600,3.3,10000,4,9,24000,14445,1683,291,7581,0,9997.716218,0.048059
716359404,1,6,8000,1000,600,3.3,10000,4,9,24000,6857,546,66,16531,0,9997.716218,0.048059
518024951,1,6,2000,1000,600,3.3,10000,4,9,23999,21304,2249,446,0,0,9997.716652,0.048050
518024951,1,6,3000,1000,600,3.3,10000,4,9,23999,20912,2238,446,403,0,9997.716532,0.048053
518024951,1,6,4000,1000,600,3.3,10000,4,9,23999,19279,2186,431,2103,0,9997.716004,0.048064
518024951,1,6,5000,1000,600,3.3,10000,4,9,23999,17128,2051,395,4425,0,9997.716409,0.048055
518024951,1,6,6000,1000,600,3.3,10000,4,9,23999,14318,1694,309,7678,0,9997.716409,0.048055
518024951,1,6,8000,1000,600,3.3,10000,4,9,24000,6571,508,57,16864,0,9997.716652,0.048050
652227427,1,6,2000,1000,600,3.3,10000,4,9,23999,21340,2272,387,0,0,9997.716740,0.048048
652227427,1,6,3000,1000,600,3.3,10000,4,9,23999,20876,2268,387,468,0,9997.716597,0.048051
652227427,1,6,4000,1000,600,3.3,10000,4,9,23999,19185,2230,374,2210,0,9997.716200,0.048060
652227427,1,6,5000,1000,600,3.3,10000,4,9,23999,16844,2111,343,4701,0,9997.716322,0.048057
652227427,1,6,6000,1000,600,3.3,10000,4,9,23999,14144,1715,273,7867,0,9997.716444,0.048055
652227427,1,6,8000,1000,600,3.3,10000,4,9,23999,6834,515,64,16586,0,9997.716444,0.048055
2447348191,1,6,2000,1000,600,3.3,10000,4,9,24000,21403,2200,397,0,0,9997.716715,0.048049
2447348191,1,6,3000,1000,600,3.3,10000,4,9,24000,21055,2200,396,349,0,9997.716606,0.048051
2447348191,1,6,4000,1000,600,3.3,10000,4,9,24000,19450,2131,383,2036,0,9997.716535,0.048053
2447348191,1,6,5000,1000,600,3.3,10000,4,9,24000,17318,1997,354,4331,0,9997.716298,0.048058
2447348191,1,6,6000,1000,600,3.3,10000,4,9,24000,14137,1727,274,7862,0,9997.716723,0.048049
2447348191,1,6,8000,1000,600,3.3,10000,4,9,24000,6710,557,76,16657,0,9997.716723,0.048049
2314927680,1,7,2000,1000,600,3.3,10000,4,9,23999,18964,4301,734,0,0,9996.888148,0.065485
2314927680,1,7,3000,1000,600,3.3,10000,4,9,23999,18645,4297,733,324,0,9996.888148,0.065485
2314927680,1,7,4000,1000,600,3.3,10000,4,9,23999,17192,4269,723,1815,0,9996.886791,0.065514
2314927680,1,7,5000,1000,600,3.3,10000,4,9,23999,15926,4229,709,3135,0,9996.886750,0.065515
2314927680,1,7,6000,1000,600,3.3,10000,4,9,23999,14211,4063,643,5082,0,9996.886963,0.065510
2314927680,1,7,8000,1000,600,3.3,10000,4,9,23999,7978,1519,168,14334,0,9996.887206,0.065505
861648815,1,7,2000,1000,600,3.3,10000,4,9,23999,19018,4220,761,0,0,9996.888549,0.065477
861648815,1,7,3000,1000,600,3.3,10000,4,9,23999,18701,4219,759,320,0,9996.888490,0.065478
861648815,1,7,4000,1000,600,3.3,10000,4,9,23999,17335,4190,749,1725,0,9996.888543,0.065477
861648815,1,7,5000,1000,600,3.3,10000,4,9,23999,16015,4160,739,3085,0,9996.887966,0.065489
861648815,1,7,6000,1000,600,3.3,10000,4,9,23999,14390,4009,680,4920,0,9996.887844,0.065491
861648815,1,7,8000,1000,600,3.3,10000,4,9,24000,7863,1457,173,14507,0,9996.888088,0.065486
716359404,1,7,2000,1000,600,3.3,10000,4,9,24000,19075,4148,777,0,0,9996.888069,0.065487
716359404,1,7,3000,1000,600,3.3,10000,4,9,24000,18746,4143,776,335,0,9996.888055,0.065487
716359404,1,7,4000,1000,600,3.3,10000,4,9,24000,17402,4118,759,1721,0,9996.887597,0.065497
716359404,1,7,5000,1000,600,3.3,10000,4,9,24000,16053,4061,742,3144,0,9996.887298,0.065503
716359404,1,7,6000,1000,600,3.3,10000,4,9,24000,14392,3886,660,5062,0,9996.887171,0.065506
716359404,1,7,8000,1000,600,3.3,10000,4,9,24000,8243,1472,154,14131,0,9996.887420,0.065500
518024951,1,7,2000,1000,600,3.3,10000,4,9,23999,18928,4272,799,0,0,9996.888610,0.065475
518024951,1,7,3000,1000,600,3.3,10000,4,9,23999,18542,4261,798,398,0,9996.888226,0.065483
518024951,1,7,4000,1000,600,3.3,10000,4,9,23999,17289,4244,781,1685,0,9996.887480,0.065499
518024951,1,7,5000,1000,600,3.3,10000,4,9,23999,15897,4203,743,3156,0,9996.887577,0.065497
518024951,1,7,6000,1000,600,3.3,10000,4,9,23999,14155,3978,693,5173,0,9996.887273,0.065504
518024951,1,7,8000,1000,600,3.3,10000,4,9,24000,7756,1452,173,14619,0,9996.887942,0.065489
652227427,1,7,2000,1000,600,3.3,10000,4,9,23998,19090,4186,722,0,0,9996.888489,0.065478
652227427,1,7,3000,1000,600,3.3,10000,4,9,23998,18636,4180,722,460,0,9996.888489,0.065478
652227427,1,7,4000,1000,600,3.3,10000,4,9,23998,17348,4158,709,1783,0,9996.888489,0.065478
652227427,1,7,5000,1000,600,3.3,10000,4,9,23998,15888,4138,671,3301,0,9996.888428,0.065479
652227427,1,7,6000,1000,600,3.3,10000,4,9,23998,14230,3919,622,5227,0,9996.888428,0.065479
652227427,1,7,8000,1000,600,3.3,10000,4,9,23998,7934,1390,175,14499,0,9996.887881,0.065491
2447348191,1,7,2000,1000,600,3.3,10000,4,9,23999,19233,4065,701,0,0,9996.888634,0.065475
2447348191,1,7,3000,1000,600,3.3,10000,4,9,23999,18890,4064,700,345,0,9996.888601,0.065476
2447348191,1,7,4000,1000,600,3.3,10000,4,9,23999,17628,4016,690,1665,0,9996.888026,0.065488
2447348191,1,7,5000,1000,600,3.3,10000,4,9,23999,16350,3977,667,3005,0,9996.886750,0.065515
2447348191,1,7,6000,1000,600,3.3,10000,4,9,23999,14501,3820,589,5089,0,9996.886871,0.065512
2447348191,1,7,8000,1000,600,3.3,10000,4,9,23999,7616,1308,181,14894,0,9996.887297,0.065503
