RunSeed,Seed,Algoritmo,Radius,nDevices,appPeriodsSeconds,batteryVoltage,batteryEnergyInit,hours,TxPowerdBm,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,batteryEnergyFinalcurrenthora
2447348191,1,6,3000,1000,600,3.3,10000,4,9,24000,20859,1946,390,805,0,9997.844467,0.045361
2447348191,1,6,4000,1000,600,3.3,10000,4,9,24000,19241,1884,361,2514,0,9997.842847,0.045395
2447348191,1,6,5000,1000,600,3.3,10000,4,9,24000,17575,1672,322,4431,0,9997.839358,0.045468
2447348191,1,6,6000,1000,600,3.3,10000,4,9,24000,15117,1523,263,7097,0,9997.841402,0.045425
2447348191,1,6,8000,1000,600,3.3,10000,4,9,24000,9712,664,118,13506,0,9997.839620,0.045463
2314927680,1,7,2000,1000,600,3.3,10000,4,9,23999,19169,4014,734,82,0,9997.059426,0.061881
2314927680,1,7,3000,1000,600,3.3,10000,4,9,23999,18551,3983,730,735,0,9997.059409,0.061881
2314927680,1,7,4000,1000,600,3.3,10000,4,9,23999,17388,3908,711,1992,0,9997.055244,0.061969
2314927680,1,7,5000,1000,600,3.3,10000,4,9,23999,16149,3551,646,3653,0,9997.055169,0.061970
2314927680,1,7,6000,1000,600,3.3,10000,4,9,23999,14757,3400,564,5278,0,9997.057475,0.061922
2314927680,1,7,8000,1000,600,3.3,10000,4,9,23999,10088,1609,227,12075,0,9997.055828,0.061956
861648815,1,7,2000,1000,600,3.3,10000,4,9,23999,19157,3996,761,85,0,9997.054352,0.061988
861648815,1,7,3000,1000,600,3.3,10000,4,9,23999,18774,3893,756,576,0,9997.059193,0.061886
861648815,1,7,4000,1000,600,3.3,10000,4,9,23999,17468,3826,732,1973,0,9997.059396,0.061881
861648815,1,7,5000,1000,600,3.3,10000,4,9,23999,16240,3624,680,3455,0,9997.057641,0.061918
861648815,1,7,6000,1000,600,3.3,10000,4,9,23999,14784,3409,604,5202,0,9997.062380,0.061819
861648815,1,7,8000,1000,600,3.3,10000,4,9,23999,10020,1502,217,12260,0,9997.063698,0.061791
716359404,1,7,2000,1000,600,3.3,10000,4,9,24000,19269,3868,777,86,0,9997.064840,0.061767
716359404,1,7,3000,1000,600,3.3,10000,4,9,24000,18682,3908,770,640,0,9997.061549,0.061836
716359404,1,7,4000,1000,600,3.3,10000,4,9,24000,17586,3794,740,1880,0,9997.053099,0.062014
716359404,1,7,5000,1000,600,3.3,10000,4,9,24000,16147,3600,672,3581,0,9997.055263,0.061968
716359404,1,7,6000,1000,600,3.3,10000,4,9,24000,14808,3297,605,5290,0,9997.061070,0.061846
716359404,1,7,8000,1000,600,3.3,10000,4,9,24000,10348,1553,233,11866,0,9997.058122,0.061908
518024951,1,7,2000,1000,600,3.3,10000,4,9,23999,19208,3936,798,57,0,9997.061728,0.061832
518024951,1,7,3000,1000,600,3.3,10000,4,9,23999,18554,3931,792,722,0,9997.062356,0.061819
518024951,1,7,4000,1000,600,3.3,10000,4,9,23999,17258,3820,766,2155,0,9997.063967,0.061785
518024951,1,7,5000,1000,600,3.3,10000,4,9,23999,15845,3630,687,3837,0,9997.064660,0.061771
518024951,1,7,6000,1000,600,3.3,10000,4,9,24000,14645,3314,622,5419,0,9997.059943,0.061870
518024951,1,7,8000,1000,600,3.3,10000,4,9,24000,10088,1613,245,12054,0,9997.058938,0.061891
652227427,1,7,2000,1000,600,3.3,10000,4,9,23998,19355,3862,722,59,0,9997.057804,0.061915
652227427,1,7,3000,1000,600,3.3,10000,4,9,23998,18611,3860,710,817,0,9997.058197,0.061907
652227427,1,7,4000,1000,600,3.3,10000,4,9,23998,17540,3794,691,1973,0,9997.053033,0.062015
652227427,1,7,5000,1000,600,3.3,10000,4,9,23998,16122,3538,621,3717,0,9997.063055,0.061804
652227427,1,7,6000,1000,600,3.3,10000,4,9,23998,14730,3275,567,5426,0,9997.062223,0.061822
652227427,1,7,8000,1000,600,3.3,10000,4,9,23999,10113,1475,230,12181,0,9997.062378,0.061819
2447348191,1,7,2000,1000,600,3.3,10000,4,9,23999,19473,3759,701,66,0,9997.063883,0.061787
2447348191,1,7,3000,1000,600,3.3,10000,4,9,23999,18891,3788,692,628,0,9997.054297,0.061989
2447348191,1,7,4000,1000,600,3.3,10000,4,9,23999,17684,3664,671,1980,0,9997.061499,0.061837
2447348191,1,7,5000,1000,600,3.3,10000,4,9,23999,16691,3389,611,3308,0,9997.057807,0.061915
2447348191,1,7,6000,1000,600,3.3,10000,4,9,23999,15056,3187,522,5234,0,9997.060447,0.061859
2447348191,1,7,8000,1000,600,3.3,10000,4,9,23999,10095,1361,230,12313,0,9997.062412,0.061818
2314927680,1,4,2000,1000,600,3.3,10000,4,9,24000,22469,645,5,881,0,9999.618754,0.008023
2314927680,1,4,3000,1000,600,3.3,10000,4,9,24000,20397,1118,43,2442,0,9999.188632,0.017074
2314927680,1,4,4000,1000,600,3.3,10000,4,9,24000,18582,1798,321,3299,0,9997.989862,0.042301
2314927680,1,4,5000,1000,600,3.3,10000,4,9,23999,15284,4294,718,3703,0,9996.908542,0.065056
2314927680,1,4,6000,1000,600,3.3,10000,4,9,24000,12851,6123,1005,4021,0,9996.309072,0.077671
2314927680,1,4,8000,1000,600,3.3,10000,4,9,23999,8890,5402,686,9021,0,9995.703734,0.090410
861648815,1,4,2000,1000,600,3.3,10000,4,9,24000,22633,500,3,864,0,9999.608462,0.008239
861648815,1,4,3000,1000,600,3.3,10000,4,9,24000,20503,1169,38,2290,0,9999.150568,0.017875
861648815,1,4,4000,1000,600,3.3,10000,4,9,23999,18743,1815,393,3048,0,9997.856183,0.045114
861648815,1,4,5000,1000,600,3.3,10000,4,9,23999,15131,4391,768,3709,0,9996.855774,0.066166
861648815,1,4,6000,1000,600,3.3,10000,4,9,24000,12716,6328,1012,3944,0,9996.281333,0.078255
861648815,1,4,8000,1000,600,3.3,10000,4,9,23999,9192,5347,711,8749,0,9995.698242,0.090525
716359404,1,4,2000,1000,600,3.3,10000,4,9,24000,22322,714,4,960,0,9999.617621,0.008047
716359404,1,4,3000,1000,600,3.3,10000,4,9,24000,20775,824,38,2363,0,9999.171206,0.017441
716359404,1,4,4000,1000,600,3.3,10000,4,9,24000,18950,1549,352,3149,0,9997.978333,0.042544
716359404,1,4,5000,1000,600,3.3,10000,4,9,24000,15238,4169,716,3877,0,9996.918204,0.064853
716359404,1,4,6000,1000,600,3.3,10000,4,9,24000,12842,6091,940,4127,0,9996.330434,0.077222
716359404,1,4,8000,1000,600,3.3,10000,4,9,24000,9197,5338,674,8791,0,9995.719506,0.090078
518024951,1,4,2000,1000,600,3.3,10000,4,9,23999,22511,614,10,864,0,9999.616983,0.008060
518024951,1,4,3000,1000,600,3.3,10000,4,9,23999,20538,1127,57,2277,0,9999.164978,0.017572
518024951,1,4,4000,1000,600,3.3,10000,4,9,23999,18658,1791,392,3158,0,9997.943165,0.043284
518024951,1,4,5000,1000,600,3.3,10000,4,9,23999,15158,4350,811,3680,0,9996.862284,0.066029
518024951,1,4,6000,1000,600,3.3,10000,4,9,23999,12254,6520,1172,4053,0,9996.254632,0.078817
518024951,1,4,8000,1000,600,3.3,10000,4,9,24000,8834,5491,819,8856,0,9995.704781,0.090388
652227427,1,4,2000,1000,600,3.3,10000,4,9,24000,22442,683,14,861,0,9999.612189,0.008161
652227427,1,4,3000,1000,600,3.3,10000,4,9,24000,20418,981,43,2558,0,9999.158720,0.017704
652227427,1,4,4000,1000,600,3.3,10000,4,9,23999,18575,1804,345,3275,0,9997.918322,0.043806
652227427,1,4,5000,1000,600,3.3,10000,4,9,23998,15124,4294,735,3845,0,9996.850418,0.066279
652227427,1,4,6000,1000,600,3.3,10000,4,9,23998,12608,6234,919,4237,0,9996.298563,0.077892
652227427,1,4,8000,1000,600,3.3,10000,4,9,23999,9072,5221,633,9073,0,9995.738292,0.089682
2447348191,1,4,2000,1000,600,3.3,10000,4,9,24000,22655,522,7,816,0,9999.613213,0.008139
2447348191,1,4,3000,1000,600,3.3,10000,4,9,24000,20595,1020,55,2330,0,9999.150999,0.017866
2447348191,1,4,4000,1000,600,3.3,10000,4,9,24000,19066,1803,344,2787,0,9997.878902,0.044636
2447348191,1,4,5000,1000,600,3.3,10000,4,9,23999,14954,4739,750,3556,0,9996.764651,0.068084
2447348191,1,4,6000,1000,600,3.3,10000,4,9,23999,12693,6611,952,3743,0,9996.211016,0.079735
2447348191,1,4,8000,1000,600,3.3,10000,4,9,23999,9111,5537,623,8728,0,9995.643017,0.091687
2314927680,1,1,2000,1000,600,3.3,10000,4,9,24000,22347,731,47,875,0,9999.200426,0.016826
2314927680,1,1,3000,1000,600,3.3,10000,4,9,24000,19195,538,46,4221,0,9999.195871,0.016922
2314927680,1,1,4000,1000,600,3.3,10000,4,9,24000,14714,373,41,8872,0,9999.201865,0.016796
2314927680,1,1,5000,1000,600,3.3,10000,4,9,24000,11268,230,31,12471,0,9999.199410,0.016847
2314927680,1,1,6000,1000,600,3.3,10000,4,9,24000,8727,180,23,15070,0,9999.199767,0.016840
2314927680,1,1,8000,1000,600,3.3,10000,4,9,24000,5836,70,10,18084,0,9999.196426,0.016910
861648815,1,1,2000,1000,600,3.3,10000,4,9,24000,22525,637,62,776,0,9999.195692,0.016926
861648815,1,1,3000,1000,600,3.3,10000,4,9,24000,19290,489,53,4168,0,9999.200019,0.016835
861648815,1,1,4000,1000,600,3.3,10000,4,9,24000,14799,366,45,8790,0,9999.201731,0.016799
861648815,1,1,5000,1000,600,3.3,10000,4,9,24000,11132,247,40,12581,0,9999.202322,0.016786
861648815,1,1,6000,1000,600,3.3,10000,4,9,24000,8876,165,14,14945,0,9999.197964,0.016878
861648815,1,1,8000,1000,600,3.3,10000,4,9,24000,5924,50,10,18016,0,9999.202949,0.016773
716359404,1,1,2000,1000,600,3.3,10000,4,9,24000,22456,627,31,886,0,9999.200937,0.016815
716359404,1,1,3000,1000,600,3.3,10000,4,9,24000,19612,457,30,3901,0,9999.203409,0.016763
716359404,1,1,4000,1000,600,3.3,10000,4,9,24000,14929,302,27,8742,0,9999.199854,0.016838
716359404,1,1,5000,1000,600,3.3,10000,4,9,24000,11414,208,20,12358,0,9999.201265,0.016808
716359404,1,1,6000,1000,600,3.3,10000,4,9,24000,8839,157,13,14991,0,9999.200229,0.016830
716359404,1,1,8000,1000,600,3.3,10000,4,9,24000,6075,68,5,17852,0,9999.200073,0.016833
518024951,1,1,2000,1000,600,3.3,10000,4,9,23999,22357,665,57,920,0,9999.194261,0.016956
518024951,1,1,3000,1000,600,3.3,10000,4,9,23999,19402,465,54,4078,0,9999.199716,0.016841
518024951,1,1,4000,1000,600,3.3,10000,4,9,23999,14708,354,43,8894,0,9999.198155,0.016874
518024951,1,1,5000,1000,600,3.3,10000,4,9,23999,11295,213,34,12457,0,9999.198442,0.016868
518024951,1,1,6000,1000,600,3.3,10000,4,9,24000,8860,150,23,14967,0,9999.198467,0.016867
518024951,1,1,8000,1000,600,3.3,10000,4,9,24000,5878,79,5,18038,0,9999.199349,0.016849
652227427,1,1,2000,1000,600,3.3,10000,4,9,24000,22509,579,63,849,0,9999.201101,0.016812
652227427,1,1,3000,1000,600,3.3,10000,4,9,24000,19186,399,58,4357,0,9999.201476,0.016804
652227427,1,1,4000,1000,600,3.3,10000,4,9,24000,14581,273,43,9103,0,9999.199734,0.016841
652227427,1,1,5000,1000,600,3.3,10000,4,9,24000,11170,124,37,12669,0,9999.200700,0.016820
652227427,1,1,6000,1000,600,3.3,10000,4,9,24000,8630,101,22,15247,0,9999.199175,0.016852
652227427,1,1,8000,1000,600,3.3,10000,4,9,24000,6129,79,9,17783,0,9999.198379,0.016869
2447348191,1,1,2000,1000,600,3.3,10000,4,9,24000,22575,678,59,688,0,9999.195204,0.016936
2447348191,1,1,3000,1000,600,3.3,10000,4,9,24000,19217,561,56,4166,0,9999.200235,0.016830
2447348191,1,1,4000,1000,600,3.3,10000,4,9,24000,14796,390,42,8772,0,9999.199171,0.016852
2447348191,1,1,5000,1000,600,3.3,10000,4,9,24000,11431,281,31,12257,0,9999.196563,0.016907
2447348191,1,1,6000,1000,600,3.3,10000,4,9,24000,8728,167,21,15084,0,9999.203191,0.016768
2447348191,1,1,8000,1000,600,3.3,10000,4,9,24000,6034,97,8,17861,0,9999.198591,0.016865
2314927680,1,2,2000,1000,600,3.3,10000,4,9,24000,22388,674,15,923,0,9999.444858,0.011682
2314927680,1,2,3000,1000,600,3.3,10000,4,9,24000,18848,452,14,4686,0,9999.442809,0.011725
2314927680,1,2,4000,1000,600,3.3,10000,4,9,24000,13709,235,7,10049,0,9999.443792,0.011705
2314927680,1,2,5000,1000,600,3.3,10000,4,9,24000,10473,155,8,13364,0,9999.444683,0.011686
2314927680,1,2,6000,1000,600,3.3,10000,4,9,24000,7791,84,5,16120,0,9999.444242,0.011695
2314927680,1,2,8000,1000,600,3.3,10000,4,9,24000,5294,34,2,18670,0,9999.441271,0.011758
861648815,1,2,2000,1000,600,3.3,10000,4,9,24000,22581,540,21,858,0,9999.443114,0.011719
861648815,1,2,3000,1000,600,3.3,10000,4,9,24000,18917,389,18,4676,0,9999.441042,0.011763
861648815,1,2,4000,1000,600,3.3,10000,4,9,24000,13624,222,13,10141,0,9999.444063,0.011699
861648815,1,2,5000,1000,600,3.3,10000,4,9,24000,10621,144,11,13224,0,9999.444326,0.011693
861648815,1,2,6000,1000,600,3.3,10000,4,9,24000,8290,79,5,15626,0,9999.440515,0.011774
861648815,1,2,8000,1000,600,3.3,10000,4,9,24000,5444,22,3,18531,0,9999.440688,0.011770
716359404,1,2,2000,1000,600,3.3,10000,4,9,24000,22511,593,14,882,0,9999.443558,0.011710
716359404,1,2,3000,1000,600,3.3,10000,4,9,24000,18901,407,13,4679,0,9999.443276,0.011716
716359404,1,2,4000,1000,600,3.3,10000,4,9,24000,13851,233,8,9908,0,9999.443427,0.011712
716359404,1,2,5000,1000,600,3.3,10000,4,9,24000,10571,158,8,13263,0,9999.443331,0.011714
716359404,1,2,6000,1000,600,3.3,10000,4,9,24000,8185,81,5,15729,0,9999.443009,0.011721
716359404,1,2,8000,1000,600,3.3,10000,4,9,24000,5653,27,3,18317,0,9999.443053,0.011720
518024951,1,2,2000,1000,600,3.3,10000,4,9,23999,22342,576,22,1059,0,9999.442494,0.011732
518024951,1,2,3000,1000,600,3.3,10000,4,9,23999,18910,436,22,4631,0,9999.443123,0.011719
518024951,1,2,4000,1000,600,3.3,10000,4,9,23999,13623,187,14,10175,0,9999.443813,0.011704
518024951,1,2,5000,1000,600,3.3,10000,4,9,24000,10565,143,9,13283,0,9999.443826,0.011704
518024951,1,2,6000,1000,600,3.3,10000,4,9,24000,7932,73,8,15987,0,9999.442328,0.011736
518024951,1,2,8000,1000,600,3.3,10000,4,9,23999,5423,24,2,18550,0,9999.442847,0.011725
652227427,1,2,2000,1000,600,3.3,10000,4,9,24000,22479,551,28,942,0,9999.444315,0.011694
652227427,1,2,3000,1000,600,3.3,10000,4,9,24000,18818,333,22,4827,0,9999.441580,0.011751
652227427,1,2,4000,1000,600,3.3,10000,4,9,24000,13646,185,17,10152,0,9999.443929,0.011702
652227427,1,2,5000,1000,600,3.3,10000,4,9,24000,10487,116,9,13388,0,9999.442692,0.011728
652227427,1,2,6000,1000,600,3.3,10000,4,9,24000,8016,71,2,15911,0,9999.444538,0.011689
652227427,1,2,8000,1000,600,3.3,10000,4,9,24000,5569,28,5,18398,0,9999.441706,0.011749
2447348191,1,2,2000,1000,600,3.3,10000,4,9,24000,22294,660,27,1019,0,9999.443335,0.011714
2447348191,1,2,3000,1000,600,3.3,10000,4,9,24000,18811,501,25,4663,0,9999.442901,0.011723
2447348191,1,2,4000,1000,600,3.3,10000,4,9,24000,13605,320,20,10055,0,9999.444117,0.011698
2447348191,1,2,5000,1000,600,3.3,10000,4,9,24000,10621,144,14,13221,0,9999.443601,0.011709
2447348191,1,2,6000,1000,600,3.3,10000,4,9,24000,8113,97,5,15785,0,9999.441279,0.011758
2447348191,1,2,8000,1000,600,3.3,10000,4,9,24000,5398,66,2,18534,0,9999.440762,0.011768
2314927680,1,3,2000,1000,600,3.3,10000,4,9,24000,22574,629,41,756,0,9999.230944,0.016184
2314927680,1,3,3000,1000,600,3.3,10000,4,9,24000,19609,458,40,3893,0,9999.244229,0.015904
2314927680,1,3,4000,1000,600,3.3,10000,4,9,24000,14140,303,32,9525,0,9999.239240,0.016009
2314927680,1,3,5000,1000,600,3.3,10000,4,9,24000,11083,190,21,12706,0,9999.239595,0.016002
2314927680,1,3,6000,1000,600,3.3,10000,4,9,24000,8812,125,17,15046,0,9999.237645,0.016043
2314927680,1,3,8000,1000,600,3.3,10000,4,9,24000,5680,52,11,18257,0,9999.234074,0.016118
861648815,1,3,2000,1000,600,3.3,10000,4,9,24000,22567,576,53,804,0,9999.237109,0.016054
861648815,1,3,3000,1000,600,3.3,10000,4,9,24000,19685,473,46,3796,0,9999.237883,0.016038
861648815,1,3,4000,1000,600,3.3,10000,4,9,24000,14184,301,38,9477,0,9999.235903,0.016079
861648815,1,3,5000,1000,600,3.3,10000,4,9,24000,11153,205,26,12616,0,9999.235163,0.016095
861648815,1,3,6000,1000,600,3.3,10000,4,9,24000,8841,145,16,14998,0,9999.240102,0.015991
861648815,1,3,8000,1000,600,3.3,10000,4,9,24000,5828,51,4,18117,0,9999.237243,0.016051
716359404,1,3,2000,1000,600,3.3,10000,4,9,24000,22459,638,29,874,0,9999.237758,0.016040
716359404,1,3,3000,1000,600,3.3,10000,4,9,24000,19605,501,29,3865,0,9999.237094,0.016054
716359404,1,3,4000,1000,600,3.3,10000,4,9,24000,14404,262,20,9314,0,9999.236592,0.016065
716359404,1,3,5000,1000,600,3.3,10000,4,9,24000,11530,198,17,12255,0,9999.235239,0.016093
716359404,1,3,6000,1000,600,3.3,10000,4,9,24000,8967,166,14,14853,0,9999.237095,0.016054
716359404,1,3,8000,1000,600,3.3,10000,4,9,24000,6011,60,8,17921,0,9999.237275,0.016051
518024951,1,3,2000,1000,600,3.3,10000,4,9,23999,22493,579,55,872,0,9999.238113,0.016033
518024951,1,3,3000,1000,600,3.3,10000,4,9,23999,19568,432,55,3944,0,9999.238610,0.016023
518024951,1,3,4000,1000,600,3.3,10000,4,9,23999,14099,253,38,9609,0,9999.239899,0.015995
518024951,1,3,5000,1000,600,3.3,10000,4,9,24000,11321,191,32,12456,0,9999.233936,0.016121
518024951,1,3,6000,1000,600,3.3,10000,4,9,24000,8808,125,22,15045,0,9999.238686,0.016021
518024951,1,3,8000,1000,600,3.3,10000,4,9,24000,5667,63,9,18261,0,9999.237565,0.016044
652227427,1,3,2000,1000,600,3.3,10000,4,9,24000,22456,561,54,929,0,9999.239358,0.016007
652227427,1,3,3000,1000,600,3.3,10000,4,9,24000,19449,416,49,4086,0,9999.238641,0.016022
652227427,1,3,4000,1000,600,3.3,10000,4,9,24000,14224,237,36,9503,0,9999.235247,0.016093
652227427,1,3,5000,1000,600,3.3,10000,4,9,24000,11171,144,29,12656,0,9999.237182,0.016053
652227427,1,3,6000,1000,600,3.3,10000,4,9,24000,8828,105,20,15047,0,9999.238034,0.016035
652227427,1,3,8000,1000,600,3.3,10000,4,9,24000,5790,57,7,18146,0,9999.240781,0.015977
2447348191,1,3,2000,1000,600,3.3,10000,4,9,24000,22564,635,52,749,0,9999.238512,0.016025
2447348191,1,3,3000,1000,600,3.3,10000,4,9,24000,19488,512,47,3953,0,9999.240903,0.015974
2447348191,1,3,4000,1000,600,3.3,10000,4,9,24000,14222,352,35,9391,0,9999.237693,0.016042
2447348191,1,3,5000,1000,600,3.3,10000,4,9,24000,11326,278,36,12360,0,9999.238824,0.016018
2447348191,1,3,6000,1000,600,3.3,10000,4,9,24000,8814,155,15,15016,0,9999.237396,0.016048
2447348191,1,3,8000,1000,600,3.3,10000,4,9,24000,5796,93,11,18100,0,9999.239723,0.015999
2314927680,1,27,2000,1000,600,3.3,10000,4,9,24000,21725,925,1,1349,0,9999.709770,0.006108
2314927680,1,27,3000,1000,600,3.3,10000,4,9,24000,16133,571,1,7295,0,9999.709683,0.006109
2314927680,1,27,4000,1000,600,3.3,10000,4,9,24000,11585,319,0,12096,0,9999.709730,0.006108
