seed,radius,Q1,Q2,Q3,Q4,Q5,Q6,N1,N2,N3,N4,N5,N6,batteryEnergyFinalposMAB,currentposMAB
861648815,2000,0.970875,0.976622,0.974444,0.931600,0.921600,0.892333,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.69,0.0226546
861648815,3000,0.967091,0.937909,0.965500,0.888667,0.923700,0.892444,11.000000,11.000000,40.000000,15.000000,10.000000,9.000000,9995.39,0.0242335
861648815,4000,0.684000,0.589545,0.631333,0.777533,0.925364,0.894444,8.000000,11.000000,9.000000,15.000000,44.000000,9.000000,9993.96,0.0318013
861648815,5000,0.494125,0.457182,0.493333,0.671333,0.916295,0.894222,8.000000,11.000000,9.000000,15.000000,44.000000,9.000000,9993.96,0.0317973
861648815,6000,0.374375,0.334545,0.385000,0.557667,0.576923,0.824725,8.000000,11.000000,9.000000,15.000000,13.000000,40.000000,9993.44,0.0345112
861648815,8000,0.188875,0.165364,0.186778,0.381447,0.303333,0.366222,8.000000,11.000000,9.000000,47.000000,12.000000,9.000000,9993.96,0.0317925
716359404,2000,0.971000,0.969909,0.973091,0.932000,0.931500,0.886111,29.000000,11.000000,22.000000,15.000000,10.000000,9.000000,9995.39,0.0242753
716359404,3000,0.966054,0.945273,0.954000,0.885733,0.933100,0.884667,37.000000,11.000000,14.000000,15.000000,10.000000,9.000000,9995.38,0.0243214
716359404,4000,0.706875,0.607636,0.642444,0.778933,0.925545,0.882667,8.000000,11.000000,9.000000,15.000000,44.000000,9.000000,9993.98,0.031656
716359404,5000,0.500875,0.466818,0.496222,0.666400,0.922977,0.883889,8.000000,11.000000,9.000000,15.000000,44.000000,9.000000,9993.98,0.0316948
716359404,6000,0.388250,0.348364,0.396000,0.560400,0.630538,0.834825,8.000000,11.000000,9.000000,15.000000,13.000000,40.000000,9993.46,0.0343968
716359404,8000,0.205250,0.176455,0.196667,0.389830,0.315333,0.379222,8.000000,11.000000,9.000000,47.000000,12.000000,9.000000,9993.98,0.0316903
518024951,2000,0.969091,0.971176,0.971441,0.924800,0.922200,0.890111,11.000000,17.000000,34.000000,15.000000,10.000000,9.000000,9995.45,0.0239161
518024951,3000,0.965031,0.947455,0.956053,0.878667,0.923400,0.886778,32.000000,11.000000,19.000000,15.000000,10.000000,9.000000,9995.37,0.024354
518024951,4000,0.691625,0.589273,0.628556,0.771000,0.921705,0.888111,8.000000,11.000000,9.000000,15.000000,44.000000,9.000000,9993.97,0.0317402
518024951,5000,0.495500,0.464364,0.498444,0.667067,0.919432,0.889556,8.000000,11.000000,9.000000,15.000000,44.000000,9.000000,9993.96,0.0317503
518024951,6000,0.392375,0.352091,0.394667,0.558200,0.617769,0.830050,8.000000,11.000000,9.000000,15.000000,13.000000,40.000000,9993.46,0.0343973
518024951,8000,0.202250,0.175636,0.199444,0.385979,0.310250,0.366667,8.000000,11.000000,9.000000,47.000000,12.000000,9.000000,9993.97,0.0317358
652227427,2000,0.969875,0.972732,0.970692,0.928867,0.928800,0.886333,8.000000,41.000000,13.000000,15.000000,10.000000,9.000000,9995.67,0.0227996
652227427,3000,0.961333,0.934818,0.949067,0.884867,0.928900,0.889000,36.000000,11.000000,15.000000,15.000000,10.000000,9.000000,9995.36,0.0244271
652227427,4000,0.688500,0.590455,0.627556,0.775933,0.921886,0.887667,8.000000,11.000000,9.000000,15.000000,44.000000,9.000000,9993.96,0.031772
652227427,5000,0.489875,0.453818,0.491444,0.663867,0.904364,0.886000,8.000000,11.000000,9.000000,15.000000,44.000000,9.000000,9993.95,0.0318369
652227427,6000,0.374125,0.339000,0.389667,0.557600,0.585846,0.820825,8.000000,11.000000,9.000000,15.000000,13.000000,40.000000,9993.45,0.0344754
652227427,8000,0.206500,0.175727,0.197222,0.380727,0.314750,0.374167,8.000000,11.000000,9.000000,44.000000,12.000000,12.000000,9993.93,0.0319585
