seed,radius,Q1,Q2,Q3,Q4,Q5,Q6,N1,N2,N3,N4,N5,N6,batteryEnergyFinalposMAB,currentposMAB
861648815,2000,0.930832,0.959442,0.937105,0.808038,0.800677,0.743419,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.25,0.0197213
861648815,3000,0.930785,0.959455,0.937126,0.808023,0.800612,0.743298,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.25,0.0197204
861648815,4000,0.930695,0.959453,0.937128,0.808002,0.800615,0.743175,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.25,0.0197226
861648815,5000,0.930791,0.958238,0.926957,0.795147,0.800612,0.743171,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.25,0.0197214
861648815,6000,0.887547,0.891367,0.913809,0.765415,0.800617,0.743186,8.000000,13.000000,41.000000,15.000000,10.000000,9.000000,9996.01,0.0209736
861648815,8000,0.704236,0.676497,0.678191,0.695400,0.801349,0.743215,8.000000,11.000000,9.000000,15.000000,44.000000,9.000000,9994.75,0.027606
716359404,2000,0.931342,0.956768,0.935078,0.811591,0.806246,0.737552,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.27,0.0196219
716359404,3000,0.931283,0.956769,0.935095,0.811589,0.806228,0.737507,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.27,0.0196226
716359404,4000,0.931258,0.956778,0.935076,0.811528,0.806221,0.737504,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.27,0.0196244
716359404,5000,0.931292,0.955478,0.924429,0.797463,0.806156,0.737524,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.27,0.0196252
716359404,6000,0.898394,0.900471,0.917729,0.769606,0.806129,0.737498,10.000000,11.000000,41.000000,15.000000,10.000000,9.000000,9996.01,0.0209698
716359404,8000,0.722043,0.685789,0.685986,0.699487,0.801232,0.737498,8.000000,11.000000,9.000000,15.000000,44.000000,9.000000,9994.77,0.0275079
518024951,2000,0.929799,0.957501,0.933890,0.806627,0.799955,0.741152,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.26,0.0196713
518024951,3000,0.929801,0.957516,0.933893,0.806614,0.799931,0.741018,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.26,0.0196712
518024951,4000,0.929793,0.957521,0.933865,0.806625,0.799865,0.740944,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.26,0.0196734
518024951,5000,0.929816,0.956078,0.924108,0.792029,0.799842,0.740912,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.26,0.0196753
518024951,6000,0.895674,0.898713,0.914007,0.761719,0.799861,0.740944,8.000000,13.000000,41.000000,15.000000,10.000000,9.000000,9996.02,0.0209285
518024951,8000,0.714359,0.679750,0.684534,0.695986,0.799512,0.740859,8.000000,11.000000,9.000000,15.000000,44.000000,9.000000,9994.76,0.0275562
652227427,2000,0.930233,0.956904,0.935728,0.807729,0.803582,0.739769,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.26,0.0196854
652227427,3000,0.930241,0.956910,0.935724,0.807654,0.803496,0.739755,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.26,0.019686
652227427,4000,0.930228,0.956915,0.935730,0.807612,0.803418,0.739642,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.26,0.0196901
652227427,5000,0.930239,0.955707,0.924166,0.794199,0.803452,0.739601,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9996.26,0.0196893
652227427,6000,0.889314,0.891880,0.913047,0.765529,0.803490,0.739728,8.000000,13.000000,41.000000,15.000000,10.000000,9.000000,9996.02,0.0209383
652227427,8000,0.710746,0.677326,0.682919,0.695009,0.799524,0.739889,8.000000,11.000000,9.000000,15.000000,44.000000,9.000000,9994.76,0.0275693
