RunSeed,Seed,packetSize,d,sigma,Algoritmo,Radius,nDevices,appPeriodsSeconds,batteryVoltage,batteryEnergyInit,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,batteryEnergyFinal
2314927680,1,23,-2.2244,11.1645,1,6000,1000,600,3.3,10000,12000,11501,499,0,0,0,9999.81
2314927680,1,23,-2.2244,11.1645,2,6000,1000,600,3.3,10000,11994,3865,7132,997,0,0,9996.43
2314927680,1,23,-2.2244,11.1645,3,6000,1000,600,3.3,10000,11999,11012,859,128,0,0,9998.75
2314927680,1,23,-2.2244,11.1645,6,6000,1000,600,3.3,10000,12000,11501,499,0,0,0,9999.81
2314927680,1,23,-2.2244,11.1645,9,6000,1000,600,3.3,10000,11999,11207,681,111,0,0,9998.76
2314927680,1,23,-2.2244,11.1645,10,6000,1000,600,3.3,10000,11999,10135,1661,203,0,0,9998.46
2314927680,1,23,-2.2244,11.1645,28,6000,1000,600,3.3,10000,12000,10989,1002,9,0,0,9999.68
2314927680,1,23,-2.2244,11.1645,29,6000,1000,600,3.3,10000,12000,10183,1791,26,0,0,9999.43
2314927680,1,23,-2.2244,11.1645,30,6000,1000,600,3.3,10000,12000,8904,3020,76,0,0,9998.99
2314927680,1,23,-2.2244,11.1645,31,6000,1000,600,3.3,10000,11999,6960,4781,258,0,0,9998.2
2314927680,1,23,-2.2244,11.1645,1,8000,1000,600,3.3,10000,12000,11501,499,0,0,0,9999.81
2314927680,1,23,-2.2244,11.1645,2,8000,1000,600,3.3,10000,11994,3865,7132,997,0,0,9996.43
2314927680,1,23,-2.2244,11.1645,3,8000,1000,600,3.3,10000,11999,11012,859,128,0,0,9998.75
2314927680,1,23,-2.2244,11.1645,6,8000,1000,600,3.3,10000,12000,11501,499,0,0,0,9999.81
2314927680,1,23,-2.2244,11.1645,9,8000,1000,600,3.3,10000,11999,11207,681,111,0,0,9998.76
2314927680,1,23,-2.2244,11.1645,10,8000,1000,600,3.3,10000,11999,10135,1661,203,0,0,9998.46
2314927680,1,23,-2.2244,11.1645,28,8000,1000,600,3.3,10000,12000,10989,1002,9,0,0,9999.68
2314927680,1,23,-2.2244,11.1645,29,8000,1000,600,3.3,10000,12000,10183,1791,26,0,0,9999.43
2314927680,1,23,-2.2244,11.1645,30,8000,1000,600,3.3,10000,12000,8904,3020,76,0,0,9998.99
2314927680,1,23,-2.2244,11.1645,31,8000,1000,600,3.3,10000,11999,6960,4781,258,0,0,9998.2
2314927680,1,23,-2.2244,11.1645,1,10000,1000,600,3.3,10000,12000,11501,499,0,0,0,9999.81
2314927680,1,23,-2.2244,11.1645,2,10000,1000,600,3.3,10000,11994,3865,7132,997,0,0,9996.43
2314927680,1,23,-2.2244,11.1645,3,10000,1000,600,3.3,10000,11999,11012,859,128,0,0,9998.75
2314927680,1,23,-2.2244,11.1645,6,10000,1000,600,3.3,10000,12000,11501,499,0,0,0,9999.81
2314927680,1,23,-2.2244,11.1645,9,10000,1000,600,3.3,10000,11999,11207,681,111,0,0,9998.76
2314927680,1,23,-2.2244,11.1645,10,10000,1000,600,3.3,10000,11999,10135,1661,203,0,0,9998.46
2314927680,1,23,-2.2244,11.1645,28,10000,1000,600,3.3,10000,12000,10989,1002,9,0,0,9999.68
2314927680,1,23,-2.2244,11.1645,29,10000,1000,600,3.3,10000,12000,10183,1791,26,0,0,9999.43
2314927680,1,23,-2.2244,11.1645,30,10000,1000,600,3.3,10000,12000,8904,3020,76,0,0,9998.99
2314927680,1,23,-2.2244,11.1645,31,10000,1000,600,3.3,10000,11999,6960,4781,258,0,0,9998.2
910364107,1,23,-2.2244,11.1645,1,1000,1000,600,3.3,10000,12000,11415,583,2,0,0,9999.81
910364107,1,23,-2.2244,11.1645,2,1000,1000,600,3.3,10000,12000,3575,7320,1105,0,0,9996.43
910364107,1,23,-2.2244,11.1645,3,1000,1000,600,3.3,10000,12000,11099,755,146,0,0,9998.75
910364107,1,23,-2.2244,11.1645,6,1000,1000,600,3.3,10000,12000,11415,583,2,0,0,9999.81
910364107,1,23,-2.2244,11.1645,9,1000,1000,600,3.3,10000,12000,11173,676,151,0,0,9998.75
910364107,1,23,-2.2244,11.1645,10,1000,1000,600,3.3,10000,12000,9890,1914,196,0,0,9998.46
910364107,1,23,-2.2244,11.1645,28,1000,1000,600,3.3,10000,12000,10837,1157,6,0,0,9999.68
910364107,1,23,-2.2244,11.1645,29,1000,1000,600,3.3,10000,12000,9972,1999,29,0,0,9999.43
910364107,1,23,-2.2244,11.1645,30,1000,1000,600,3.3,10000,12000,8500,3402,98,0,0,9998.99
910364107,1,23,-2.2244,11.1645,31,1000,1000,600,3.3,10000,12000,6567,5122,311,0,0,9998.2
910364107,1,23,-2.2244,11.1645,1,2000,1000,600,3.3,10000,12000,11415,583,2,0,0,9999.81
910364107,1,23,-2.2244,11.1645,2,2000,1000,600,3.3,10000,12000,3575,7320,1105,0,0,9996.43
910364107,1,23,-2.2244,11.1645,3,2000,1000,600,3.3,10000,12000,11099,755,146,0,0,9998.75
910364107,1,23,-2.2244,11.1645,6,2000,1000,600,3.3,10000,12000,11415,583,2,0,0,9999.81
910364107,1,23,-2.2244,11.1645,9,2000,1000,600,3.3,10000,12000,11173,676,151,0,0,9998.75
910364107,1,23,-2.2244,11.1645,10,2000,1000,600,3.3,10000,12000,9890,1914,196,0,0,9998.46
910364107,1,23,-2.2244,11.1645,28,2000,1000,600,3.3,10000,12000,10837,1157,6,0,0,9999.68
910364107,1,23,-2.2244,11.1645,29,2000,1000,600,3.3,10000,12000,9972,1999,29,0,0,9999.43
910364107,1,23,-2.2244,11.1645,30,2000,1000,600,3.3,10000,12000,8500,3402,98,0,0,9998.99
910364107,1,23,-2.2244,11.1645,31,2000,1000,600,3.3,10000,12000,6567,5122,311,0,0,9998.2
910364107,1,23,-2.2244,11.1645,1,4000,1000,600,3.3,10000,12000,11415,583,2,0,0,9999.81
910364107,1,23,-2.2244,11.1645,2,4000,1000,600,3.3,10000,12000,3575,7320,1105,0,0,9996.43
910364107,1,23,-2.2244,11.1645,3,4000,1000,600,3.3,10000,12000,11099,755,146,0,0,9998.75
910364107,1,23,-2.2244,11.1645,6,4000,1000,600,3.3,10000,12000,11415,583,2,0,0,9999.81
910364107,1,23,-2.2244,11.1645,9,4000,1000,600,3.3,10000,12000,11173,676,151,0,0,9998.75
910364107,1,23,-2.2244,11.1645,28,4000,1000,600,3.3,10000,12000,10837,1157,6,0,0,9999.68
910364107,1,23,-2.2244,11.1645,29,4000,1000,600,3.3,10000,12000,9972,1999,29,0,0,9999.43
910364107,1,23,-2.2244,11.1645,30,4000,1000,600,3.3,10000,12000,8500,3402,98,0,0,9998.99
910364107,1,23,-2.2244,11.1645,31,4000,1000,600,3.3,10000,12000,6567,5122,311,0,0,9998.2
910364107,1,23,-2.2244,11.1645,10,5000,1000,600,3.3,10000,12000,9890,1914,196,0,0,9998.46
910364107,1,23,-2.2244,11.1645,1,5000,1000,600,3.3,10000,12000,11415,583,2,0,0,9999.81
910364107,1,23,-2.2244,11.1645,2,5000,1000,600,3.3,10000,12000,3575,7320,1105,0,0,9996.43
910364107,1,23,-2.2244,11.1645,3,5000,1000,600,3.3,10000,12000,11099,755,146,0,0,9998.75
910364107,1,23,-2.2244,11.1645,6,5000,1000,600,3.3,10000,12000,11415,583,2,0,0,9999.81
910364107,1,23,-2.2244,11.1645,9,5000,1000,600,3.3,10000,12000,11173,676,151,0,0,9998.75
910364107,1,23,-2.2244,11.1645,10,5000,1000,600,3.3,10000,12000,9890,1914,196,0,0,9998.46
910364107,1,23,-2.2244,11.1645,28,5000,1000,600,3.3,10000,12000,10837,1157,6,0,0,9999.68
910364107,1,23,-2.2244,11.1645,29,5000,1000,600,3.3,10000,12000,9972,1999,29,0,0,9999.43
910364107,1,23,-2.2244,11.1645,30,5000,1000,600,3.3,10000,12000,8500,3402,98,0,0,9998.99
910364107,1,23,-2.2244,11.1645,31,5000,1000,600,3.3,10000,12000,6567,5122,311,0,0,9998.2
910364107,1,23,-2.2244,11.1645,1,6000,1000,600,3.3,10000,12000,11415,583,2,0,0,9999.81
910364107,1,23,-2.2244,11.1645,2,6000,1000,600,3.3,10000,12000,3575,7320,1105,0,0,9996.43
910364107,1,23,-2.2244,11.1645,3,6000,1000,600,3.3,10000,12000,11099,755,146,0,0,9998.75
910364107,1,23,-2.2244,11.1645,6,6000,1000,600,3.3,10000,12000,11415,583,2,0,0,9999.81
910364107,1,23,-2.2244,11.1645,9,6000,1000,600,3.3,10000,12000,11173,676,151,0,0,9998.75
910364107,1,23,-2.2244,11.1645,10,6000,1000,600,3.3,10000,12000,9890,1914,196,0,0,9998.46
910364107,1,23,-2.2244,11.1645,28,6000,1000,600,3.3,10000,12000,10837,1157,6,0,0,9999.68
910364107,1,23,-2.2244,11.1645,29,6000,1000,600,3.3,10000,12000,9972,1999,29,0,0,9999.43
910364107,1,23,-2.2244,11.1645,30,6000,1000,600,3.3,10000,12000,8500,3402,98,0,0,9998.99
910364107,1,23,-2.2244,11.1645,31,6000,1000,600,3.3,10000,12000,6567,5122,311,0,0,9998.2
910364107,1,23,-2.2244,11.1645,1,8000,1000,600,3.3,10000,12000,11415,583,2,0,0,9999.81
910364107,1,23,-2.2244,11.1645,2,8000,1000,600,3.3,10000,12000,3575,7320,1105,0,0,9996.43
910364107,1,23,-2.2244,11.1645,3,8000,1000,600,3.3,10000,12000,11099,755,146,0,0,9998.75
910364107,1,23,-2.2244,11.1645,6,8000,1000,600,3.3,10000,12000,11415,583,2,0,0,9999.81
910364107,1,23,-2.2244,11.1645,9,8000,1000,600,3.3,10000,12000,11173,676,151,0,0,9998.75
910364107,1,23,-2.2244,11.1645,10,8000,1000,600,3.3,10000,12000,9890,1914,196,0,0,9998.46
910364107,1,23,-2.2244,11.1645,28,8000,1000,600,3.3,10000,12000,10837,1157,6,0,0,9999.68
910364107,1,23,-2.2244,11.1645,29,8000,1000,600,3.3,10000,12000,9972,1999,29,0,0,9999.43
910364107,1,23,-2.2244,11.1645,30,8000,1000,600,3.3,10000,12000,8500,3402,98,0,0,9998.99
910364107,1,23,-2.2244,11.1645,31,8000,1000,600,3.3,10000,12000,6567,5122,311,0,0,9998.2
910364107,1,23,-2.2244,11.1645,1,10000,1000,600,3.3,10000,12000,11415,583,2,0,0,9999.81
910364107,1,23,-2.2244,11.1645,2,10000,1000,600,3.3,10000,12000,3575,7320,1105,0,0,9996.43
910364107,1,23,-2.2244,11.1645,3,10000,1000,600,3.3,10000,12000,11099,755,146,0,0,9998.75
910364107,1,23,-2.2244,11.1645,6,10000,1000,600,3.3,10000,12000,11415,583,2,0,0,9999.81
910364107,1,23,-2.2244,11.1645,9,10000,1000,600,3.3,10000,12000,11173,676,151,0,0,9998.75
910364107,1,23,-2.2244,11.1645,10,10000,1000,600,3.3,10000,12000,9890,1914,196,0,0,9998.46
910364107,1,23,-2.2244,11.1645,28,10000,1000,600,3.3,10000,12000,10837,1157,6,0,0,9999.68
910364107,1,23,-2.2244,11.1645,29,10000,1000,600,3.3,10000,12000,9972,1999,29,0,0,9999.43
910364107,1,23,-2.2244,11.1645,30,10000,1000,600,3.3,10000,12000,8500,3402,98,0,0,9998.99
910364107,1,23,-2.2244,11.1645,31,10000,1000,600,3.3,10000,12000,6567,5122,311,0,0,9998.2
2186432651,1,23,-2.2244,11.1645,1,1000,1000,600,3.3,10000,12000,11452,546,2,0,0,9999.81
2186432651,1,23,-2.2244,11.1645,2,1000,1000,600,3.3,10000,11999,3677,7304,1018,0,0,9996.43
2186432651,1,23,-2.2244,11.1645,3,1000,1000,600,3.3,10000,12000,11107,751,142,0,0,9998.75
2186432651,1,23,-2.2244,11.1645,6,1000,1000,600,3.3,10000,12000,11452,546,2,0,0,9999.81
2186432651,1,23,-2.2244,11.1645,9,1000,1000,600,3.3,10000,11998,11181,657,160,0,0,9998.82
2186432651,1,23,-2.2244,11.1645,10,1000,1000,600,3.3,10000,12000,9900,1890,210,0,0,9998.46
2186432651,1,23,-2.2244,11.1645,28,1000,1000,600,3.3,10000,12000,11018,971,11,0,0,9999.68
2186432651,1,23,-2.2244,11.1645,29,1000,1000,600,3.3,10000,12000,10281,1689,30,0,0,9999.43
2186432651,1,23,-2.2244,11.1645,30,1000,1000,600,3.3,10000,12000,8755,3140,105,0,0,9998.99
2186432651,1,23,-2.2244,11.1645,31,1000,1000,600,3.3,10000,12000,6770,4936,294,0,0,9998.2
2186432651,1,23,-2.2244,11.1645,1,2000,1000,600,3.3,10000,12000,11452,546,2,0,0,9999.81
2186432651,1,23,-2.2244,11.1645,2,2000,1000,600,3.3,10000,11999,3678,7303,1018,0,0,9996.43
2186432651,1,23,-2.2244,11.1645,3,2000,1000,600,3.3,10000,12000,11107,751,142,0,0,9998.75
2186432651,1,23,-2.2244,11.1645,6,2000,1000,600,3.3,10000,12000,11452,546,2,0,0,9999.81
2186432651,1,23,-2.2244,11.1645,9,2000,1000,600,3.3,10000,11998,11180,658,160,0,0,9998.82
2186432651,1,23,-2.2244,11.1645,10,2000,1000,600,3.3,10000,12000,9900,1890,210,0,0,9998.46
2186432651,1,23,-2.2244,11.1645,28,2000,1000,600,3.3,10000,12000,11018,971,11,0,0,9999.68
2186432651,1,23,-2.2244,11.1645,29,2000,1000,600,3.3,10000,12000,10281,1689,30,0,0,9999.43
2186432651,1,23,-2.2244,11.1645,30,2000,1000,600,3.3,10000,12000,8755,3140,105,0,0,9998.99
2186432651,1,23,-2.2244,11.1645,31,2000,1000,600,3.3,10000,12000,6770,4936,294,0,0,9998.2
2186432651,1,23,-2.2244,11.1645,1,4000,1000,600,3.3,10000,12000,11452,546,2,0,0,9999.81
2186432651,1,23,-2.2244,11.1645,2,4000,1000,600,3.3,10000,11999,3678,7303,1018,0,0,9996.43
2186432651,1,23,-2.2244,11.1645,3,4000,1000,600,3.3,10000,12000,11107,751,142,0,0,9998.75
2186432651,1,23,-2.2244,11.1645,6,4000,1000,600,3.3,10000,12000,11452,546,2,0,0,9999.81
2186432651,1,23,-2.2244,11.1645,9,4000,1000,600,3.3,10000,11998,11180,658,160,0,0,9998.82
2186432651,1,23,-2.2244,11.1645,28,4000,1000,600,3.3,10000,12000,11018,971,11,0,0,9999.68
2186432651,1,23,-2.2244,11.1645,29,4000,1000,600,3.3,10000,12000,10281,1689,30,0,0,9999.43
2186432651,1,23,-2.2244,11.1645,30,4000,1000,600,3.3,10000,12000,8755,3140,105,0,0,9998.99
2186432651,1,23,-2.2244,11.1645,31,4000,1000,600,3.3,10000,12000,6770,4936,294,0,0,9998.2
2186432651,1,23,-2.2244,11.1645,10,5000,1000,600,3.3,10000,12000,9900,1890,210,0,0,9998.46
2186432651,1,23,-2.2244,11.1645,1,5000,1000,600,3.3,10000,12000,11452,546,2,0,0,9999.81
2186432651,1,23,-2.2244,11.1645,2,5000,1000,600,3.3,10000,11999,3678,7303,1018,0,0,9996.43
2186432651,1,23,-2.2244,11.1645,3,5000,1000,600,3.3,10000,12000,11107,751,142,0,0,9998.75
2186432651,1,23,-2.2244,11.1645,6,5000,1000,600,3.3,10000,12000,11452,546,2,0,0,9999.81
2186432651,1,23,-2.2244,11.1645,9,5000,1000,600,3.3,10000,11998,11180,658,160,0,0,9998.82
2186432651,1,23,-2.2244,11.1645,10,5000,1000,600,3.3,10000,12000,9900,1890,210,0,0,9998.46
2186432651,1,23,-2.2244,11.1645,28,5000,1000,600,3.3,10000,12000,11018,971,11,0,0,9999.68
2186432651,1,23,-2.2244,11.1645,29,5000,1000,600,3.3,10000,12000,10281,1689,30,0,0,9999.43
2186432651,1,23,-2.2244,11.1645,30,5000,1000,600,3.3,10000,12000,8755,3140,105,0,0,9998.99
2186432651,1,23,-2.2244,11.1645,31,5000,1000,600,3.3,10000,12000,6770,4936,294,0,0,9998.2
2186432651,1,23,-2.2244,11.1645,1,6000,1000,600,3.3,10000,12000,11452,546,2,0,0,9999.81
2186432651,1,23,-2.2244,11.1645,2,6000,1000,600,3.3,10000,11999,3678,7303,1018,0,0,9996.43
2186432651,1,23,-2.2244,11.1645,3,6000,1000,600,3.3,10000,12000,11107,751,142,0,0,9998.75
2186432651,1,23,-2.2244,11.1645,6,6000,1000,600,3.3,10000,12000,11452,546,2,0,0,9999.81
2186432651,1,23,-2.2244,11.1645,9,6000,1000,600,3.3,10000,11998,11180,658,160,0,0,9998.82
2186432651,1,23,-2.2244,11.1645,10,6000,1000,600,3.3,10000,12000,9900,1890,210,0,0,9998.46
2186432651,1,23,-2.2244,11.1645,28,6000,1000,600,3.3,10000,12000,11018,971,11,0,0,9999.68
2186432651,1,23,-2.2244,11.1645,29,6000,1000,600,3.3,10000,12000,10281,1689,30,0,0,9999.43
2186432651,1,23,-2.2244,11.1645,30,6000,1000,600,3.3,10000,12000,8755,3140,105,0,0,9998.99
2186432651,1,23,-2.2244,11.1645,31,6000,1000,600,3.3,10000,12000,6770,4936,294,0,0,9998.2
2186432651,1,23,-2.2244,11.1645,1,8000,1000,600,3.3,10000,12000,11452,546,2,0,0,9999.81
2186432651,1,23,-2.2244,11.1645,2,8000,1000,600,3.3,10000,11999,3678,7303,1018,0,0,9996.43
2186432651,1,23,-2.2244,11.1645,3,8000,1000,600,3.3,10000,12000,11107,751,142,0,0,9998.75
2186432651,1,23,-2.2244,11.1645,6,8000,1000,600,3.3,10000,12000,11452,546,2,0,0,9999.81
2186432651,1,23,-2.2244,11.1645,9,8000,1000,600,3.3,10000,11998,11180,658,160,0,0,9998.82
2186432651,1,23,-2.2244,11.1645,10,8000,1000,600,3.3,10000,12000,9900,1890,210,0,0,9998.46
2186432651,1,23,-2.2244,11.1645,28,8000,1000,600,3.3,10000,12000,11018,971,11,0,0,9999.68
2186432651,1,23,-2.2244,11.1645,29,8000,1000,600,3.3,10000,12000,10281,1689,30,0,0,9999.43
2186432651,1,23,-2.2244,11.1645,30,8000,1000,600,3.3,10000,12000,8755,3140,105,0,0,9998.99
2186432651,1,23,-2.2244,11.1645,31,8000,1000,600,3.3,10000,12000,6770,4936,294,0,0,9998.2
2186432651,1,23,-2.2244,11.1645,1,10000,1000,600,3.3,10000,12000,11452,546,2,0,0,9999.81
2186432651,1,23,-2.2244,11.1645,2,10000,1000,600,3.3,10000,11999,3678,7303,1018,0,0,9996.43
2186432651,1,23,-2.2244,11.1645,3,10000,1000,600,3.3,10000,12000,11107,751,142,0,0,9998.75
2186432651,1,23,-2.2244,11.1645,6,10000,1000,600,3.3,10000,12000,11452,546,2,0,0,9999.81
2186432651,1,23,-2.2244,11.1645,9,10000,1000,600,3.3,10000,11998,11180,658,160,0,0,9998.82
2186432651,1,23,-2.2244,11.1645,10,10000,1000,600,3.3,10000,12000,9900,1890,210,0,0,9998.46
2186432651,1,23,-2.2244,11.1645,28,10000,1000,600,3.3,10000,12000,11018,971,11,0,0,9999.68
2186432651,1,23,-2.2244,11.1645,29,10000,1000,600,3.3,10000,12000,10281,1689,30,0,0,9999.43
2186432651,1,23,-2.2244,11.1645,30,10000,1000,600,3.3,10000,12000,8755,3140,105,0,0,9998.99
2186432651,1,23,-2.2244,11.1645,31,10000,1000,600,3.3,10000,12000,6770,4936,294,0,0,9998.2
4221330717,1,23,-2.2244,11.1645,1,1000,1000,600,3.3,10000,11999,11451,547,1,0,0,9999.81
4221330717,1,23,-2.2244,11.1645,2,1000,1000,600,3.3,10000,11999,3748,7152,1099,0,0,9996.43
4221330717,1,23,-2.2244,11.1645,3,1000,1000,600,3.3,10000,11999,11146,691,162,0,0,9998.75
4221330717,1,23,-2.2244,11.1645,6,1000,1000,600,3.3,10000,11999,11451,547,1,0,0,9999.81
4221330717,1,23,-2.2244,11.1645,9,1000,1000,600,3.3,10000,11998,11124,738,136,0,0,9998.74
4221330717,1,23,-2.2244,11.1645,10,1000,1000,600,3.3,10000,11999,10048,1730,221,0,0,9998.46
4221330717,1,23,-2.2244,11.1645,28,1000,1000,600,3.3,10000,11999,10973,1020,6,0,0,9999.68
4221330717,1,23,-2.2244,11.1645,29,1000,1000,600,3.3,10000,11999,10087,1881,31,0,0,9999.43
4221330717,1,23,-2.2244,11.1645,30,1000,1000,600,3.3,10000,11999,8710,3176,113,0,0,9998.99
4221330717,1,23,-2.2244,11.1645,31,1000,1000,600,3.3,10000,11999,6860,4846,293,0,0,9998.2
4221330717,1,23,-2.2244,11.1645,1,2000,1000,600,3.3,10000,11999,11451,547,1,0,0,9999.81
4221330717,1,23,-2.2244,11.1645,2,2000,1000,600,3.3,10000,11999,3751,7149,1099,0,0,9996.43
4221330717,1,23,-2.2244,11.1645,3,2000,1000,600,3.3,10000,11999,11146,691,162,0,0,9998.75
4221330717,1,23,-2.2244,11.1645,6,2000,1000,600,3.3,10000,11999,11451,547,1,0,0,9999.81
4221330717,1,23,-2.2244,11.1645,9,2000,1000,600,3.3,10000,11998,11124,738,136,0,0,9998.74
4221330717,1,23,-2.2244,11.1645,10,2000,1000,600,3.3,10000,11999,10048,1730,221,0,0,9998.46
4221330717,1,23,-2.2244,11.1645,28,2000,1000,600,3.3,10000,11999,10973,1020,6,0,0,9999.68
4221330717,1,23,-2.2244,11.1645,29,2000,1000,600,3.3,10000,11999,10087,1881,31,0,0,9999.43
4221330717,1,23,-2.2244,11.1645,30,2000,1000,600,3.3,10000,11999,8710,3176,113,0,0,9998.99
4221330717,1,23,-2.2244,11.1645,31,2000,1000,600,3.3,10000,11999,6860,4846,293,0,0,9998.2
4221330717,1,23,-2.2244,11.1645,1,4000,1000,600,3.3,10000,11999,11451,547,1,0,0,9999.81
4221330717,1,23,-2.2244,11.1645,2,4000,1000,600,3.3,10000,11999,3751,7149,1099,0,0,9996.43
4221330717,1,23,-2.2244,11.1645,3,4000,1000,600,3.3,10000,11999,11146,691,162,0,0,9998.75
4221330717,1,23,-2.2244,11.1645,6,4000,1000,600,3.3,10000,11999,11451,547,1,0,0,9999.81
4221330717,1,23,-2.2244,11.1645,9,4000,1000,600,3.3,10000,11998,11119,743,136,0,0,9998.74
4221330717,1,23,-2.2244,11.1645,28,4000,1000,600,3.3,10000,11999,10973,1020,6,0,0,9999.68
4221330717,1,23,-2.2244,11.1645,29,4000,1000,600,3.3,10000,11999,10087,1881,31,0,0,9999.43
4221330717,1,23,-2.2244,11.1645,30,4000,1000,600,3.3,10000,11999,8710,3176,113,0,0,9998.99
4221330717,1,23,-2.2244,11.1645,31,4000,1000,600,3.3,10000,11999,6860,4846,293,0,0,9998.2
4221330717,1,23,-2.2244,11.1645,10,5000,1000,600,3.3,10000,11999,10048,1730,221,0,0,9998.46
4221330717,1,23,-2.2244,11.1645,1,5000,1000,600,3.3,10000,11999,11451,547,1,0,0,9999.81
4221330717,1,23,-2.2244,11.1645,2,5000,1000,600,3.3,10000,11999,3751,7149,1099,0,0,9996.43
4221330717,1,23,-2.2244,11.1645,3,5000,1000,600,3.3,10000,11999,11146,691,162,0,0,9998.75
