seed,radius,Q1,Q2,Q3,Q4,Q5,Q6,N1,N2,N3,N4,N5,N6,batteryEnergyFinalposMAB,currentposMAB
861648815,2000,0.973800,0.975132,0.978323,0.932882,0.925900,0.896214,10.000000,38.000000,31.000000,17.000000,10.000000,14.000000,9994.71,0.0222842
861648815,3000,0.958417,0.939615,0.975630,0.902059,0.923600,0.894786,12.000000,13.000000,54.000000,17.000000,10.000000,14.000000,9994.5,0.023168
861648815,4000,0.776400,0.714538,0.743000,0.828706,0.929782,0.893071,10.000000,13.000000,11.000000,17.000000,55.000000,14.000000,9992.67,0.0308676
861648815,5000,0.642900,0.622231,0.650545,0.741765,0.921927,0.886929,10.000000,13.000000,11.000000,17.000000,55.000000,14.000000,9992.65,0.0309523
861648815,6000,0.535000,0.493462,0.570091,0.648529,0.689077,0.842607,10.000000,13.000000,11.000000,17.000000,13.000000,56.000000,9992.01,0.0336171
861648815,8000,0.307900,0.263923,0.280273,0.491706,0.518308,0.546625,10.000000,13.000000,11.000000,17.000000,13.000000,56.000000,9992.01,0.0336338
716359404,2000,0.970760,0.971222,0.970455,0.931059,0.938700,0.890643,50.000000,18.000000,11.000000,17.000000,10.000000,14.000000,9994.5,0.0231348
716359404,3000,0.967036,0.948846,0.971342,0.900941,0.937500,0.894500,28.000000,13.000000,38.000000,17.000000,10.000000,14.000000,9994.5,0.0231628
716359404,4000,0.784700,0.719538,0.734182,0.831353,0.931545,0.890929,10.000000,13.000000,11.000000,17.000000,55.000000,14.000000,9992.7,0.0307226
716359404,5000,0.649400,0.626538,0.648455,0.748824,0.927018,0.884929,10.000000,13.000000,11.000000,17.000000,55.000000,14.000000,9992.7,0.0307331
716359404,6000,0.554400,0.513308,0.575455,0.654412,0.726231,0.857232,10.000000,13.000000,11.000000,17.000000,13.000000,56.000000,9992.05,0.0334634
716359404,8000,0.326500,0.259769,0.271000,0.496588,0.527769,0.547250,10.000000,13.000000,11.000000,17.000000,13.000000,56.000000,9992.05,0.0334531
518024951,2000,0.970700,0.973391,0.972783,0.923353,0.925300,0.899857,10.000000,46.000000,23.000000,17.000000,10.000000,14.000000,9994.79,0.0219388
518024951,3000,0.963083,0.951615,0.974296,0.891294,0.923300,0.899000,12.000000,13.000000,54.000000,17.000000,10.000000,14.000000,9994.51,0.0231123
518024951,4000,0.777100,0.716231,0.738091,0.819353,0.928145,0.897357,10.000000,13.000000,11.000000,17.000000,55.000000,14.000000,9992.68,0.0308076
518024951,5000,0.649200,0.631385,0.652545,0.744176,0.926582,0.893929,10.000000,13.000000,11.000000,17.000000,55.000000,14.000000,9992.68,0.030801
518024951,6000,0.556200,0.515538,0.584455,0.656529,0.714000,0.863768,10.000000,13.000000,11.000000,17.000000,13.000000,56.000000,9992.03,0.0335353
518024951,8000,0.318500,0.258231,0.280091,0.495412,0.524154,0.558304,10.000000,13.000000,11.000000,17.000000,13.000000,56.000000,9992.03,0.0335643
652227427,2000,0.971400,0.974474,0.974940,0.930118,0.934900,0.891929,10.000000,19.000000,50.000000,17.000000,10.000000,14.000000,9994.57,0.0228589
652227427,3000,0.964000,0.947231,0.976039,0.900588,0.931900,0.890643,15.000000,13.000000,51.000000,17.000000,10.000000,14.000000,9994.52,0.0230846
652227427,4000,0.776500,0.717077,0.742455,0.827824,0.932127,0.889571,10.000000,13.000000,11.000000,17.000000,55.000000,14.000000,9992.69,0.030767
652227427,5000,0.648600,0.627538,0.652818,0.749706,0.927145,0.886357,10.000000,13.000000,11.000000,17.000000,55.000000,14.000000,9992.69,0.0307529
652227427,6000,0.548700,0.512538,0.587455,0.654235,0.712154,0.853732,10.000000,13.000000,11.000000,17.000000,13.000000,56.000000,9992.03,0.0335243
652227427,8000,0.317000,0.261615,0.275182,0.492235,0.524385,0.551286,10.000000,13.000000,11.000000,17.000000,13.000000,56.000000,9992.04,0.0335198
