RunSeed,Seed,packetSize,N,d,sigma,Algoritmo,Radius,nDevices,appPeriodsSeconds,batteryVoltage,batteryEnergyInit,hours,TxPowerdBm,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,batteryEnergyFinal
2314927680,1,23,3.48,8.1,0,6,1000,1000,600,3.3,10000,24,3,144000,137886,6095,19,0,0,9998.42
2314927680,1,23,3.48,8.1,0,6,2000,1000,600,3.3,10000,24,3,144000,137886,6095,19,0,0,9998.42
2314927680,1,23,3.48,8.1,0,6,3000,1000,600,3.3,10000,24,3,144000,139037,4927,36,0,0,9998.2
2314927680,1,23,3.48,8.1,0,6,4000,1000,600,3.3,10000,24,3,144000,139098,4793,109,0,0,9997.1
2314927680,1,23,3.48,8.1,0,6,5000,1000,600,3.3,10000,24,3,144000,137861,5764,375,0,0,9994.87
2314927680,1,23,3.48,8.1,0,6,6000,1000,600,3.3,10000,24,3,143999,130697,11563,1739,0,0,9990.18
2314927680,1,23,3.48,8.1,0,6,8000,1000,600,3.3,10000,24,3,143996,103233,35359,5404,0,0,9983.28
2314927680,1,23,3.48,8.1,0,6,10000,1000,600,3.3,10000,24,3,143996,76491,34716,4121,28668,0,9979.83
2314927680,1,23,3.48,8.1,0,6,1000,1000,600,3.3,10000,24,6,144000,137886,6095,19,0,0,9998.31
2314927680,1,23,3.48,8.1,0,6,2000,1000,600,3.3,10000,24,6,144000,137886,6095,19,0,0,9998.32
2314927680,1,23,3.48,8.1,0,6,3000,1000,600,3.3,10000,24,6,144000,137886,6095,19,0,0,9998.32
2314927680,1,23,3.48,8.1,0,6,4000,1000,600,3.3,10000,24,6,144000,139328,4633,39,0,0,9997.84
2314927680,1,23,3.48,8.1,0,6,5000,1000,600,3.3,10000,24,6,144000,139260,4609,131,0,0,9996.59
2314927680,1,23,3.48,8.1,0,6,6000,1000,600,3.3,10000,24,6,144000,137568,6096,336,0,0,9994.73
2314927680,1,23,3.48,8.1,0,6,8000,1000,600,3.3,10000,24,6,143998,123567,17495,2936,0,0,9986.5
2314927680,1,23,3.48,8.1,0,6,10000,1000,600,3.3,10000,24,6,143996,101483,36984,5529,0,0,9981.33
2314927680,1,23,3.48,8.1,0,6,1000,1000,600,3.3,10000,24,9,144000,137886,6095,19,0,0,9998.18
2314927680,1,23,3.48,8.1,0,6,2000,1000,600,3.3,10000,24,9,144000,137886,6095,19,0,0,9998.18
2314927680,1,23,3.48,8.1,0,6,3000,1000,600,3.3,10000,24,9,144000,137886,6095,19,0,0,9998.18
2314927680,1,23,3.48,8.1,0,6,4000,1000,600,3.3,10000,24,9,144000,138574,5404,22,0,0,9998.11
2314927680,1,23,3.48,8.1,0,6,5000,1000,600,3.3,10000,24,9,144000,139383,4574,43,0,0,9997.5
2314927680,1,23,3.48,8.1,0,6,6000,1000,600,3.3,10000,24,9,144000,139215,4668,117,0,0,9996.45
2314927680,1,23,3.48,8.1,0,6,8000,1000,600,3.3,10000,24,9,144000,135473,7963,564,0,0,9992.62
2314927680,1,23,3.48,8.1,0,6,10000,1000,600,3.3,10000,24,9,143998,120708,20038,3252,0,0,9984.26
2314927680,1,23,3.48,8.1,0,6,1000,1000,600,3.3,10000,24,12,144000,137886,6095,19,0,0,9997.96
2314927680,1,23,3.48,8.1,0,6,2000,1000,600,3.3,10000,24,12,144000,137886,6095,19,0,0,9997.96
2314927680,1,23,3.48,8.1,0,6,3000,1000,600,3.3,10000,24,12,144000,137886,6095,19,0,0,9997.96
2314927680,1,23,3.48,8.1,0,6,4000,1000,600,3.3,10000,24,12,144000,137886,6095,19,0,0,9997.96
2314927680,1,23,3.48,8.1,0,6,5000,1000,600,3.3,10000,24,12,144000,138972,5003,25,0,0,9997.81
2314927680,1,23,3.48,8.1,0,6,6000,1000,600,3.3,10000,24,12,144000,139428,4529,43,0,0,9997.27
2314927680,1,23,3.48,8.1,0,6,8000,1000,600,3.3,10000,24,12,144000,138533,5265,202,0,0,9994.98
2314927680,1,23,3.48,8.1,0,6,10000,1000,600,3.3,10000,24,12,144000,135079,8160,761,0,0,9990.43
2314927680,1,23,3.48,8.1,0,6,1000,1000,600,3.3,10000,24,14,144000,137886,6095,19,0,0,9997.7
2314927680,1,23,3.48,8.1,0,6,2000,1000,600,3.3,10000,24,14,144000,137886,6095,19,0,0,9997.7
2314927680,1,23,3.48,8.1,0,6,3000,1000,600,3.3,10000,24,14,144000,137886,6095,19,0,0,9997.7
2314927680,1,23,3.48,8.1,0,6,4000,1000,600,3.3,10000,24,14,144000,137886,6095,19,0,0,9997.7
2314927680,1,23,3.48,8.1,0,6,5000,1000,600,3.3,10000,24,14,144000,137886,6095,19,0,0,9997.7
2314927680,1,23,3.48,8.1,0,6,6000,1000,600,3.3,10000,24,14,144000,139050,4914,36,0,0,9997.42
2314927680,1,23,3.48,8.1,0,6,8000,1000,600,3.3,10000,24,14,144000,138387,5531,82,0,0,9996
2314927680,1,23,3.48,8.1,0,6,10000,1000,600,3.3,10000,24,14,144000,137193,6488,319,0,0,9992.96
2314927680,1,23,3.48,8.1,0,6,10000,1000,600,3.3,10000,24,14,144000,137193,6488,319,0,0,9992.96
2314927680,1,23,3.48,8.1,0,3,1000,1000,600,3.3,10000,24,3,144000,131184,11281,1535,0,0,9990.69
2314927680,1,23,3.48,8.1,0,3,2000,1000,600,3.3,10000,24,3,144000,131184,11281,1535,0,0,9990.69
2314927680,1,23,3.48,8.1,0,3,3000,1000,600,3.3,10000,24,3,144000,131184,11281,1535,0,0,9990.69
2314927680,1,23,3.48,8.1,0,3,4000,1000,600,3.3,10000,24,3,144000,131184,11281,1535,0,0,9990.69
2314927680,1,23,3.48,8.1,0,3,5000,1000,600,3.3,10000,24,3,144000,131184,11281,1535,0,0,9990.69
