RunSeed,Seed,packetSize,N,d,P_0,sigma,Algoritmo,Radius,nDevices,appPeriodsSeconds,batteryVoltage,batteryEnergyInit,hours,TxPowerdBm,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,batteryEnergyFinal
1259470417,1,23,3.12,23,80,0,3,3000,1000,600,3.3,10000,5,3,30000,7025,617,42,22316,0,9998.06
1259470417,1,23,3.12,23,80,0,3,4000,1000,600,3.3,10000,5,3,30000,2090,40,0,27870,0,9998.06
1259470417,1,23,3.12,23,80,0,3,5000,1000,600,3.3,10000,5,3,30000,1458,12,0,28530,0,9998.06
1259470417,1,23,3.12,23,80,0,3,6000,1000,600,3.3,10000,5,3,30000,1080,0,0,28920,0,9998.06
1259470417,1,23,3.12,23,80,0,3,8000,1000,600,3.3,10000,5,3,30000,660,0,0,29340,0,9998.06
1259470417,1,23,3.12,23,80,0,6,1000,1000,600,3.3,10000,5,3,30000,29209,776,15,0,0,9999.52
1259470417,1,23,3.12,23,80,0,6,2000,1000,600,3.3,10000,5,3,30000,24978,4346,676,0,0,9997.26
1259470417,1,23,3.12,23,80,0,6,3000,1000,600,3.3,10000,5,3,29998,15671,10707,1505,2115,0,9995.68
1259470417,1,23,3.12,23,80,0,6,4000,1000,600,3.3,10000,5,3,29998,9608,5610,490,14290,0,9995.13
1259470417,1,23,3.12,23,80,0,6,5000,1000,600,3.3,10000,5,3,29999,6638,2808,209,20344,0,9994.89
1259470417,1,23,3.12,23,80,0,6,6000,1000,600,3.3,10000,5,3,29999,4974,1538,103,23384,0,9994.79
1259470417,1,23,3.12,23,80,0,6,8000,1000,600,3.3,10000,5,3,29999,3067,261,25,26646,0,9994.68
2929221106,1,23,3.12,23,79,0,3,1000,1000,600,3.3,10000,5,3,29999,27399,2197,403,0,0,9998.06
2929221106,1,23,3.12,23,79,0,3,2000,1000,600,3.3,10000,5,3,29999,27399,2197,403,0,0,9998.06
2929221106,1,23,3.12,23,79,0,3,3000,1000,600,3.3,10000,5,3,30000,14578,1600,206,13616,0,9998.06
2929221106,1,23,3.12,23,79,0,3,4000,1000,600,3.3,10000,5,3,30000,2660,40,0,27300,0,9998.06
2929221106,1,23,3.12,23,79,0,3,5000,1000,600,3.3,10000,5,3,30000,1756,14,0,28230,0,9998.06
2929221106,1,23,3.12,23,79,0,3,6000,1000,600,3.3,10000,5,3,30000,1260,0,0,28740,0,9998.06
2929221106,1,23,3.12,23,79,0,3,8000,1000,600,3.3,10000,5,3,30000,690,0,0,29310,0,9998.06
2929221106,1,23,3.12,23,79,0,6,1000,1000,600,3.3,10000,5,3,30000,28870,1115,15,0,0,9999.59
2929221106,1,23,3.12,23,79,0,6,2000,1000,600,3.3,10000,5,3,29998,26621,2899,478,0,0,9997.78
2929221106,1,23,3.12,23,79,0,6,3000,1000,600,3.3,10000,5,3,29997,18679,9811,1507,0,0,9996.01
2929221106,1,23,3.12,23,79,0,6,4000,1000,600,3.3,10000,5,3,29998,11367,6275,682,11674,0,9995.32
2929221106,1,23,3.12,23,79,0,6,5000,1000,600,3.3,10000,5,3,29999,8202,3818,310,17669,0,9995.01
2929221106,1,23,3.12,23,79,0,6,6000,1000,600,3.3,10000,5,3,29999,6010,2151,163,21675,0,9994.85
2929221106,1,23,3.12,23,79,0,6,8000,1000,600,3.3,10000,5,3,30000,3977,612,25,25386,0,9994.7
861648815,1,23,3.12,23,79,0,3,1000,1000,600,3.3,10000,5,3,29998,27539,2108,351,0,0,9998.06
861648815,1,23,3.12,23,79,0,3,2000,1000,600,3.3,10000,5,3,29998,27539,2108,351,0,0,9998.06
861648815,1,23,3.12,23,79,0,3,3000,1000,600,3.3,10000,5,3,29998,14380,1386,163,14069,0,9998.06
861648815,1,23,3.12,23,79,0,3,4000,1000,600,3.3,10000,5,3,30000,3177,33,0,26790,0,9998.06
861648815,1,23,3.12,23,79,0,3,5000,1000,600,3.3,10000,5,3,30000,1950,0,0,28050,0,9998.06
861648815,1,23,3.12,23,79,0,3,6000,1000,600,3.3,10000,5,3,30000,1500,0,0,28500,0,9998.06
861648815,1,23,3.12,23,79,0,3,8000,1000,600,3.3,10000,5,3,30000,900,0,0,29100,0,9998.06
861648815,1,23,3.12,23,79,0,6,1000,1000,600,3.3,10000,5,3,30000,28917,1069,14,0,0,9999.59
861648815,1,23,3.12,23,79,0,6,2000,1000,600,3.3,10000,5,3,29998,26405,3120,473,0,0,9997.76
861648815,1,23,3.12,23,79,0,6,3000,1000,600,3.3,10000,5,3,29996,18418,10121,1457,0,0,9995.98
861648815,1,23,3.12,23,79,0,6,4000,1000,600,3.3,10000,5,3,29999,11256,6484,703,11556,0,9995.34
861648815,1,23,3.12,23,79,0,6,5000,1000,600,3.3,10000,5,3,30000,8058,3372,301,18269,0,9995.06
861648815,1,23,3.12,23,79,0,6,6000,1000,600,3.3,10000,5,3,30000,6366,1909,128,21597,0,9994.91
861648815,1,23,3.12,23,79,0,6,8000,1000,600,3.3,10000,5,3,30000,4013,689,33,25265,0,9994.75
