seed,radius,Q1,Q2,Q3,Q4,Q5,Q6,N1,N2,N3,N4,N5,N6,batteryEnergyFinalposMAB,currentposMAB
861648815,2000,0.914702,0.970189,0.000000,0.000000,0.870533,0.000000,2.000000,3.000000,0.000000,0.000000,1.000000,0.000000,9999.78,0.0187319
861648815,2000,0.883404,0.966564,0.955030,0.869630,0.858522,0.811967,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.18,0.0202773
861648815,3000,0.883426,0.966567,0.955045,0.869650,0.858544,0.811991,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.18,0.020278
861648815,4000,0.883389,0.966574,0.955036,0.869633,0.858544,0.811993,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.18,0.020279
861648815,5000,0.874161,0.965143,0.955045,0.846774,0.856826,0.811245,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.18,0.020278
861648815,6000,0.805011,0.852697,0.921777,0.800759,0.852227,0.810066,10.000000,15.000000,54.000000,17.000000,10.000000,14.000000,9994.86,0.0216246
861648815,8000,0.571947,0.547475,0.568770,0.698797,0.858756,0.805073,10.000000,13.000000,11.000000,17.000000,55.000000,14.000000,9993.2,0.0286219
716359404,2000,0.882085,0.963419,0.951182,0.868811,0.868583,0.808742,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.21,0.0201621
716359404,3000,0.882091,0.963422,0.951187,0.868797,0.868572,0.808726,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.21,0.020163
716359404,4000,0.882049,0.963424,0.951176,0.868785,0.868554,0.808711,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.21,0.0201659
716359404,5000,0.874916,0.962067,0.951156,0.848386,0.866579,0.808211,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.21,0.020169
716359404,6000,0.822199,0.869762,0.933579,0.804850,0.861857,0.807094,10.000000,15.000000,54.000000,17.000000,10.000000,14.000000,9994.89,0.0215137
716359404,8000,0.589761,0.549983,0.562266,0.704967,0.858725,0.801762,10.000000,13.000000,11.000000,17.000000,55.000000,14.000000,9993.22,0.0285144
518024951,2000,0.879758,0.964089,0.951643,0.862774,0.857758,0.816283,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.19,0.0202337
518024951,3000,0.879761,0.964095,0.951649,0.862765,0.857744,0.816258,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.19,0.0202343
518024951,4000,0.879763,0.964072,0.951646,0.862755,0.857573,0.816202,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.19,0.0202373
518024951,5000,0.871847,0.962625,0.951646,0.841880,0.855848,0.815785,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.19,0.0202403
518024951,6000,0.820381,0.870251,0.939634,0.798715,0.850519,0.814910,10.000000,15.000000,54.000000,17.000000,10.000000,14.000000,9994.87,0.0215876
518024951,8000,0.582103,0.546853,0.569047,0.696617,0.858108,0.809728,10.000000,13.000000,11.000000,17.000000,55.000000,14.000000,9993.21,0.0285859
652227427,2000,0.881799,0.965374,0.957108,0.868160,0.865210,0.807768,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.19,0.0202266
652227427,3000,0.881802,0.965375,0.957112,0.868154,0.865191,0.807756,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.19,0.0202276
652227427,4000,0.881792,0.965371,0.957086,0.868143,0.865178,0.807767,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.19,0.0202298
652227427,5000,0.874101,0.963906,0.957084,0.847738,0.863158,0.807178,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.19,0.0202327
652227427,6000,0.814271,0.861456,0.937960,0.804855,0.859341,0.806162,10.000000,13.000000,54.000000,17.000000,12.000000,14.000000,9994.78,0.0219489
