seed,radius,Q1,Q2,Q3,Q4,Q5,Q6,N1,N2,N3,N4,N5,N6,batteryEnergyFinalposMAB,currentposMAB
861648815,2000,0.942491,0.951642,0.955351,0.856500,0.860962,0.821052,10.000000,47.000000,22.000000,17.000000,10.000000,14.000000,9995.18,0.020288
861648815,3000,0.882347,0.881527,0.878742,0.826773,0.858875,0.819947,16.000000,52.000000,11.000000,17.000000,10.000000,14.000000,9995.21,0.0201701
861648815,4000,0.832033,0.832510,0.830633,0.794405,0.806128,0.783770,39.000000,29.000000,11.000000,17.000000,10.000000,14.000000,9995,0.0210491
861648815,5000,0.806607,0.811196,0.807691,0.749138,0.805064,0.719800,10.000000,48.000000,11.000000,17.000000,20.000000,14.000000,9994.8,0.0218819
861648815,6000,0.735158,0.723828,0.769195,0.696428,0.750646,0.720450,10.000000,13.000000,49.000000,17.000000,12.000000,19.000000,9994.58,0.0227992
861648815,8000,0.524094,0.483645,0.489290,0.601016,0.708072,0.674179,10.000000,13.000000,11.000000,17.000000,55.000000,14.000000,9993.25,0.0283988
716359404,2000,0.945555,0.952874,0.951211,0.859530,0.872174,0.820397,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.29,0.0198088
716359404,3000,0.880729,0.880635,0.878186,0.829272,0.870716,0.819165,22.000000,46.000000,11.000000,17.000000,10.000000,14.000000,9995.18,0.0202894
716359404,4000,0.828508,0.829417,0.820298,0.792228,0.817058,0.786104,39.000000,29.000000,11.000000,17.000000,10.000000,14.000000,9995.03,0.0209171
716359404,5000,0.807182,0.807171,0.804184,0.753558,0.805077,0.722552,13.000000,41.000000,11.000000,17.000000,24.000000,14.000000,9994.63,0.0226173
716359404,6000,0.750349,0.735985,0.776143,0.703156,0.758867,0.721656,11.000000,13.000000,42.000000,17.000000,17.000000,20.000000,9994.37,0.0236917
716359404,8000,0.541468,0.484804,0.492933,0.605680,0.710037,0.669998,10.000000,13.000000,11.000000,17.000000,55.000000,14.000000,9993.29,0.0282591
518024951,2000,0.942848,0.953889,0.953991,0.852068,0.861460,0.824489,10.000000,58.000000,11.000000,17.000000,10.000000,14.000000,9995.28,0.0198852
518024951,3000,0.884939,0.884335,0.876166,0.823581,0.857348,0.822379,17.000000,51.000000,11.000000,17.000000,10.000000,14.000000,9995.21,0.0201684
518024951,4000,0.831859,0.831184,0.825196,0.787230,0.806041,0.794178,42.000000,26.000000,11.000000,17.000000,10.000000,14.000000,9994.99,0.0210977
518024951,5000,0.805157,0.808068,0.805020,0.746448,0.805329,0.724977,10.000000,48.000000,11.000000,17.000000,20.000000,14.000000,9994.82,0.0218086
518024951,6000,0.748556,0.735216,0.780214,0.699503,0.745900,0.709876,10.000000,13.000000,53.000000,17.000000,12.000000,15.000000,9994.81,0.0218279
518024951,8000,0.532599,0.482163,0.493033,0.599562,0.707719,0.674804,10.000000,13.000000,11.000000,17.000000,55.000000,14.000000,9993.27,0.0283269
652227427,2000,0.942251,0.954957,0.956170,0.859683,0.868720,0.817247,10.000000,38.000000,31.000000,17.000000,10.000000,14.000000,9995.12,0.0205282
652227427,3000,0.879908,0.880321,0.877099,0.823482,0.864678,0.815679,18.000000,50.000000,11.000000,17.000000,10.000000,14.000000,9995.2,0.0201827
652227427,4000,0.832910,0.833637,0.833740,0.794666,0.816947,0.782845,43.000000,25.000000,11.000000,17.000000,10.000000,14.000000,9994.98,0.0211295
652227427,5000,0.807786,0.808712,0.806452,0.750778,0.806111,0.721147,13.000000,44.000000,11.000000,17.000000,21.000000,14.000000,9994.74,0.0221266
652227427,6000,0.743315,0.731511,0.781625,0.702568,0.757483,0.720686,10.000000,13.000000,49.000000,17.000000,12.000000,19.000000,9994.59,0.0227602
652227427,8000,0.526161,0.479979,0.490012,0.603210,0.709225,0.668684,10.000000,13.000000,11.000000,17.000000,55.000000,14.000000,9993.27,0.0283385
