packetSize,Algoritmo,Radius,nDevices,appPeriodsSeconds,batteryVoltage,batteryEnergyInit,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,batteryEnergyFinal
20,6,12000,1000,600,3.3,10000,12000,4791,1878,154,5177,0,9997.31
20,6,15000,1000,600,3.3,10000,12000,3434,962,90,7514,0,9997.12
20,7,2000,1000,600,3.3,10000,12000,11651,323,26,0,0,9999.51
20,7,4000,1000,600,3.3,10000,12000,11603,365,32,0,0,9999.43
20,7,5000,1000,600,3.3,10000,12000,11430,522,48,0,0,9999.27
20,7,6000,1000,600,3.3,10000,12000,10206,805,163,826,0,9998.79
20,7,8000,1000,600,3.3,10000,12000,7001,2461,427,2111,0,9997.93
20,7,10000,1000,600,3.3,10000,12000,5136,2711,353,3800,0,9997.5
20,7,12000,1000,600,3.3,10000,12000,3758,2053,221,5968,0,9997.26
20,7,15000,1000,600,3.3,10000,12000,2863,1161,113,7863,0,9997.09
20,8,2000,1000,600,3.3,10000,12000,7812,3631,557,0,0,9997.61
20,8,4000,1000,600,3.3,10000,12000,7822,3621,557,0,0,9997.6
20,8,5000,1000,600,3.3,10000,12000,7803,3632,565,0,0,9997.58
20,8,6000,1000,600,3.3,10000,12000,7568,3821,611,0,0,9997.45
20,8,8000,1000,600,3.3,10000,12000,6557,4701,742,0,0,9997.17
20,8,10000,1000,600,3.3,10000,12000,5461,3939,497,2103,0,9997.04
20,8,12000,1000,600,3.3,10000,12000,4177,2431,262,5130,0,9996.95
20,8,15000,1000,600,3.3,10000,12000,2976,1213,121,7690,0,9996.89
20,10,2000,1000,600,3.3,10000,12000,9703,2065,232,0,0,9998.52
20,10,4000,1000,600,3.3,10000,12000,9710,2058,232,0,0,9998.51
20,10,5000,1000,600,3.3,10000,12000,9631,2128,241,0,0,9998.48
20,10,6000,1000,600,3.3,10000,12000,9395,2271,334,0,0,9998.23
20,10,8000,1000,600,3.3,10000,12000,8521,2908,571,0,0,9997.61
20,10,10000,1000,600,3.3,10000,12000,5834,2778,395,2993,0,9997.31
20,10,12000,1000,600,3.3,10000,12000,4058,2068,236,5638,0,9997.13
20,10,15000,1000,600,3.3,10000,12000,2896,1163,113,7828,0,9997.01
20,12,2000,1000,600,3.3,10000,12000,11077,783,140,0,0,9998.84
20,12,4000,1000,600,3.3,10000,12000,11041,812,147,0,0,9998.82
20,12,5000,1000,600,3.3,10000,12000,10868,972,160,0,0,9998.73
20,12,6000,1000,600,3.3,10000,12000,10389,1338,273,0,0,9998.4
20,12,8000,1000,600,3.3,10000,12000,8605,2857,538,0,0,9997.71
20,12,10000,1000,600,3.3,10000,12000,5151,2742,353,3754,0,9997.37
20,12,12000,1000,600,3.3,10000,12000,3754,2057,221,5968,0,9997.18
20,12,15000,1000,600,3.3,10000,12000,2859,1165,113,7863,0,9997.03
20,13,2000,1000,600,3.3,10000,12000,11314,628,58,0,0,9999.25
20,13,4000,1000,600,3.3,10000,12000,11241,695,64,0,0,9999.22
20,13,5000,1000,600,3.3,10000,12000,10996,928,76,0,0,9999.12
20,13,6000,1000,600,3.3,10000,12000,10659,1154,187,0,0,9998.71
20,13,8000,1000,600,3.3,10000,12000,7936,2289,436,1339,0,9997.89
20,13,10000,1000,600,3.3,10000,12000,5212,2681,353,3754,0,9997.48
20,13,12000,1000,600,3.3,10000,12000,3758,2053,221,5968,0,9997.25
20,13,15000,1000,600,3.3,10000,12000,2863,1161,113,7863,0,9997.08
20,14,2000,1000,600,3.3,10000,12000,11651,323,26,0,0,9999.51
20,14,4000,1000,600,3.3,10000,12000,11603,365,32,0,0,9999.43
20,14,5000,1000,600,3.3,10000,12000,11430,522,48,0,0,9999.27
20,14,6000,1000,600,3.3,10000,12000,10206,805,163,826,0,9998.79
20,14,8000,1000,600,3.3,10000,12000,7001,2461,427,2111,0,9997.93
20,14,10000,1000,600,3.3,10000,12000,5136,2711,353,3800,0,9997.5
20,14,12000,1000,600,3.3,10000,12000,3758,2053,221,5968,0,9997.26
20,14,15000,1000,600,3.3,10000,12000,2863,1161,113,7863,0,9997.09
20,15,2000,1000,600,3.3,10000,12000,7812,3631,557,0,0,9997.61
20,15,4000,1000,600,3.3,10000,12000,7822,3621,557,0,0,9997.6
20,15,5000,1000,600,3.3,10000,12000,7803,3632,565,0,0,9997.58
20,15,6000,1000,600,3.3,10000,12000,7568,3821,611,0,0,9997.45
20,15,8000,1000,600,3.3,10000,12000,6557,4701,742,0,0,9997.17
20,15,10000,1000,600,3.3,10000,12000,5461,3939,497,2103,0,9997.04
20,15,12000,1000,600,3.3,10000,12000,4177,2431,262,5130,0,9996.95
20,15,15000,1000,600,3.3,10000,12000,2976,1213,121,7690,0,9996.89
20,16,2000,1000,600,3.3,10000,12000,11077,783,140,0,0,9998.84
20,16,4000,1000,600,3.3,10000,12000,11041,812,147,0,0,9998.82
20,16,5000,1000,600,3.3,10000,12000,10868,972,160,0,0,9998.73
20,16,6000,1000,600,3.3,10000,12000,10389,1338,273,0,0,9998.4
20,16,8000,1000,600,3.3,10000,12000,8605,2857,538,0,0,9997.71
20,16,10000,1000,600,3.3,10000,12000,5151,2742,353,3754,0,9997.37
20,16,12000,1000,600,3.3,10000,12000,3754,2057,221,5968,0,9997.18
20,16,15000,1000,600,3.3,10000,12000,2859,1165,113,7863,0,9997.03

20,1,2000,1000,600,3.3,10000,12000,11559,441,0,0,0,9999.82
20,1,4000,1000,600,3.3,10000,12000,11559,441,0,0,0,9999.82
20,1,5000,1000,600,3.3,10000,12000,8558,286,0,3156,0,9999.82
20,1,6000,1000,600,3.3,10000,12000,6006,114,0,5880,0,9999.82
20,1,8000,1000,600,3.3,10000,12000,3312,24,0,8664,0,9999.82
20,1,10000,1000,600,3.3,10000,12000,2071,17,0,9912,0,9999.82
20,1,12000,1000,600,3.3,10000,12000,1475,13,0,10512,0,9999.82
20,1,15000,1000,600,3.3,10000,12000,915,9,0,11076,0,9999.82
20,2,2000,1000,600,3.3,10000,11997,4835,6337,825,0,0,9996.78
20,2,4000,1000,600,3.3,10000,11997,4835,6337,825,0,0,9996.78
20,2,5000,1000,600,3.3,10000,11997,4833,6339,825,0,0,9996.78
20,2,6000,1000,600,3.3,10000,11997,4833,6339,825,0,0,9996.78
20,2,8000,1000,600,3.3,10000,11997,4833,6339,825,0,0,9996.78
20,2,10000,1000,600,3.3,10000,11996,4431,5077,569,1919,0,9996.78
20,2,12000,1000,600,3.3,10000,11997,3742,3164,298,4793,0,9996.78
20,2,15000,1000,600,3.3,10000,11998,2942,1583,97,7376,0,9996.78
20,3,2000,1000,600,3.3,10000,12000,10916,963,121,0,0,9998.84
20,3,4000,1000,600,3.3,10000,12000,10916,963,121,0,0,9998.84
20,3,5000,1000,600,3.3,10000,12000,10916,963,121,0,0,9998.84
20,3,6000,1000,600,3.3,10000,12000,10916,963,121,0,0,9998.84
20,3,8000,1000,600,3.3,10000,12000,10916,963,121,0,0,9998.84
20,3,10000,1000,600,3.3,10000,12000,3009,27,0,8964,0,9998.84
20,3,12000,1000,600,3.3,10000,12000,1475,13,0,10512,0,9998.84
20,3,15000,1000,600,3.3,10000,12000,915,9,0,11076,0,9998.84
20,6,2000,1000,600,3.3,10000,12000,11559,441,0,0,0,9999.82
20,6,4000,1000,600,3.3,10000,12000,11748,250,2,0,0,9999.72
20,6,5000,1000,600,3.3,10000,12000,11423,566,11,0,0,9999.53
20,6,6000,1000,600,3.3,10000,12000,11140,777,83,0,0,9999.04
20,6,8000,1000,600,3.3,10000,11999,9104,2562,333,0,0,9998.06
20,6,10000,1000,600,3.3,10000,11997,6850,2877,309,1961,0,9997.6
20,6,12000,1000,600,3.3,10000,11998,5121,1878,154,4845,0,9997.33
20,6,15000,1000,600,3.3,10000,11999,3533,1011,51,7404,0,9997.13
20,7,2000,1000,600,3.3,10000,12000,11707,279,14,0,0,9999.51
20,7,4000,1000,600,3.3,10000,12000,11677,301,22,0,0,9999.44
20,7,5000,1000,600,3.3,10000,12000,11472,485,43,0,0,9999.28
20,7,6000,1000,600,3.3,10000,12000,10465,762,94,679,0,9998.84
20,7,8000,1000,600,3.3,10000,11999,7267,2347,325,2060,0,9997.95
20,7,10000,1000,600,3.3,10000,11997,5183,2675,305,3834,0,9997.53
20,7,12000,1000,600,3.3,10000,11997,3933,2107,198,5759,0,9997.29
20,7,15000,1000,600,3.3,10000,11998,2987,1164,79,7768,0,9997.11
20,8,2000,1000,600,3.3,10000,11998,7881,3628,489,0,0,9997.61
20,8,4000,1000,600,3.3,10000,11998,7878,3628,492,0,0,9997.6
20,8,5000,1000,600,3.3,10000,11998,7828,3658,512,0,0,9997.57
20,8,6000,1000,600,3.3,10000,11998,7593,3854,551,0,0,9997.45
20,8,8000,1000,600,3.3,10000,11998,6523,4787,688,0,0,9997.16
20,8,10000,1000,600,3.3,10000,11997,5375,4193,496,1933,0,9997
20,8,12000,1000,600,3.3,10000,11997,4332,2597,260,4808,0,9996.93
20,8,15000,1000,600,3.3,10000,11998,3093,1222,80,7603,0,9996.87
20,10,2000,1000,600,3.3,10000,12000,9848,1973,179,0,0,9998.52
20,10,4000,1000,600,3.3,10000,12000,9846,1975,179,0,0,9998.51
20,10,5000,1000,600,3.3,10000,12000,9766,2039,195,0,0,9998.47
20,10,6000,1000,600,3.3,10000,12000,9647,2103,250,0,0,9998.24
20,10,8000,1000,600,3.3,10000,11999,8561,2967,471,0,0,9997.61
20,10,10000,1000,600,3.3,10000,11997,6045,2763,342,2847,0,9997.31
20,10,12000,1000,600,3.3,10000,11997,4315,2122,206,5354,0,9997.14
20,10,15000,1000,600,3.3,10000,11998,2995,1166,79,7758,0,9997.01
20,12,2000,1000,600,3.3,10000,12000,10916,963,121,0,0,9998.84
20,12,4000,1000,600,3.3,10000,12000,10857,1017,126,0,0,9998.82
20,12,5000,1000,600,3.3,10000,12000,10710,1141,149,0,0,9998.74
20,12,6000,1000,600,3.3,10000,12000,10411,1376,213,0,0,9998.41
20,12,8000,1000,600,3.3,10000,11999,8646,2896,457,0,0,9997.71
20,12,10000,1000,600,3.3,10000,11997,5198,2743,305,3751,0,9997.36
20,12,12000,1000,600,3.3,10000,11997,3910,2130,198,5759,0,9997.18
20,12,15000,1000,600,3.3,10000,11998,2983,1168,79,7768,0,9997.03
20,13,2000,1000,600,3.3,10000,12000,11254,699,47,0,0,9999.25
20,13,4000,1000,600,3.3,10000,12000,11204,746,50,0,0,9999.22
20,13,5000,1000,600,3.3,10000,12000,11025,902,73,0,0,9999.13
20,13,6000,1000,600,3.3,10000,12000,10782,1095,123,0,0,9998.74
20,13,8000,1000,600,3.3,10000,11999,8388,2285,354,972,0,9997.9
20,13,10000,1000,600,3.3,10000,11997,5226,2668,305,3798,0,9997.49
20,13,12000,1000,600,3.3,10000,11997,3935,2105,198,5759,0,9997.27
20,13,15000,1000,600,3.3,10000,11998,2988,1163,79,7768,0,9997.08
