RunSeed,Seed,Algoritmo,Radius,nDevices,appPeriodsSeconds,batteryVoltage,batteryEnergyInit,hours,TxPowerdBm,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,batteryEnergyFinal,currenthora
2314927680,1,1,2000,1000,600,3.3,10000,4,9,24000,22190,708,48,1054,0,9999.229786,0.016208
2314927680,1,1,3000,1000,600,3.3,10000,4,9,24000,20004,558,46,3392,0,9999.230558,0.016192
2314927680,1,1,4000,1000,600,3.3,10000,4,9,24000,17140,473,40,6347,0,9999.228567,0.016234
2314927680,1,1,5000,1000,600,3.3,10000,4,9,24000,14278,255,34,9433,0,9999.229927,0.016205
2314927680,1,1,6000,1000,600,3.3,10000,4,9,24000,11705,228,23,12044,0,9999.230103,0.016202
2314927680,1,1,8000,1000,600,3.3,10000,4,9,24000,8537,115,15,15333,0,9999.226993,0.016267
861648815,1,1,2000,1000,600,3.3,10000,4,9,24000,22284,608,61,1047,0,9999.228252,0.016240
861648815,1,1,3000,1000,600,3.3,10000,4,9,24000,20256,506,58,3180,0,9999.229834,0.016207
861648815,1,1,4000,1000,600,3.3,10000,4,9,24000,17180,426,51,6343,0,9999.224999,0.016309
861648815,1,1,5000,1000,600,3.3,10000,4,9,24000,14157,311,42,9490,0,9999.228150,0.016243
861648815,1,1,6000,1000,600,3.3,10000,4,9,24000,11809,240,25,11926,0,9999.229299,0.016218
861648815,1,1,8000,1000,600,3.3,10000,4,9,24000,8724,118,20,15138,0,9999.230360,0.016196
716359404,1,1,2000,1000,600,3.3,10000,4,9,24000,22367,584,31,1018,0,9999.228183,0.016242
716359404,1,1,3000,1000,600,3.3,10000,4,9,24000,20220,515,30,3235,0,9999.230310,0.016197
716359404,1,1,4000,1000,600,3.3,10000,4,9,24000,17409,330,28,6233,0,9999.228780,0.016229
716359404,1,1,5000,1000,600,3.3,10000,4,9,24000,14535,263,19,9183,0,9999.227612,0.016254
716359404,1,1,6000,1000,600,3.3,10000,4,9,24000,11822,204,16,11958,0,9999.229854,0.016207
716359404,1,1,8000,1000,600,3.3,10000,4,9,24000,8900,119,13,14968,0,9999.227697,0.016252
518024951,1,1,2000,1000,600,3.3,10000,4,9,23999,22218,630,60,1091,0,9999.229923,0.016205
518024951,1,1,3000,1000,600,3.3,10000,4,9,23999,20034,537,52,3376,0,9999.228868,0.016228
518024951,1,1,4000,1000,600,3.3,10000,4,9,24000,17127,387,44,6442,0,9999.227183,0.016263
518024951,1,1,5000,1000,600,3.3,10000,4,9,24000,14227,303,36,9434,0,9999.229503,0.016214
518024951,1,1,6000,1000,600,3.3,10000,4,9,24000,11803,224,23,11950,0,9999.226575,0.016276
518024951,1,1,8000,1000,600,3.3,10000,4,9,24000,8634,135,15,15216,0,9999.229285,0.016219
652227427,1,1,2000,1000,600,3.3,10000,4,9,24000,22350,544,62,1044,0,9999.227915,0.016248
652227427,1,1,3000,1000,600,3.3,10000,4,9,24000,20015,476,57,3452,0,9999.228994,0.016225
652227427,1,1,4000,1000,600,3.3,10000,4,9,24000,17264,349,45,6342,0,9999.230018,0.016203
652227427,1,1,5000,1000,600,3.3,10000,4,9,24000,14263,270,37,9430,0,9999.231707,0.016168
652227427,1,1,6000,1000,600,3.3,10000,4,9,24000,11452,184,27,12337,0,9999.232377,0.016154
652227427,1,1,8000,1000,600,3.3,10000,4,9,24000,8645,119,21,15215,0,9999.229003,0.016225
2447348191,1,1,2000,1000,600,3.3,10000,4,9,24000,22322,678,59,941,0,9999.229381,0.016217
2447348191,1,1,3000,1000,600,3.3,10000,4,9,24000,20079,542,58,3321,0,9999.224632,0.016317
2447348191,1,1,4000,1000,600,3.3,10000,4,9,24000,17185,460,48,6307,0,9999.228221,0.016241
2447348191,1,1,5000,1000,600,3.3,10000,4,9,24000,14324,330,35,9311,0,9999.228611,0.016233
2447348191,1,1,6000,1000,600,3.3,10000,4,9,24000,12038,283,29,11650,0,9999.228239,0.016241
2447348191,1,1,8000,1000,600,3.3,10000,4,9,24000,8702,156,12,15130,0,9999.230262,0.016198
2314927680,1,2,2000,1000,600,3.3,10000,4,9,24000,22305,626,14,1055,0,9999.463226,0.011296
2314927680,1,2,3000,1000,600,3.3,10000,4,9,24000,19847,492,15,3646,0,9999.459526,0.011374
2314927680,1,2,4000,1000,600,3.3,10000,4,9,24000,16397,333,13,7257,0,9999.463193,0.011296
2314927680,1,2,5000,1000,600,3.3,10000,4,9,24000,13753,263,8,9976,0,9999.462065,0.011320
2314927680,1,2,6000,1000,600,3.3,10000,4,9,24000,11212,148,8,12632,0,9999.460373,0.011356
2314927680,1,2,8000,1000,600,3.3,10000,4,9,24000,8049,68,3,15880,0,9999.461900,0.011324
861648815,1,2,2000,1000,600,3.3,10000,4,9,24000,22364,554,21,1061,0,9999.461172,0.011339
861648815,1,2,3000,1000,600,3.3,10000,4,9,24000,19841,412,17,3730,0,9999.464502,0.011269
861648815,1,2,4000,1000,600,3.3,10000,4,9,24000,16322,272,15,7391,0,9999.462473,0.011312
861648815,1,2,5000,1000,600,3.3,10000,4,9,24000,13743,240,15,10002,0,9999.461333,0.011336
861648815,1,2,6000,1000,600,3.3,10000,4,9,24000,11183,190,5,12622,0,9999.464302,0.011273
861648815,1,2,8000,1000,600,3.3,10000,4,9,24000,8197,92,4,15707,0,9999.462850,0.011304
716359404,1,2,2000,1000,600,3.3,10000,4,9,24000,22270,559,14,1157,0,9999.462917,0.011302
716359404,1,2,3000,1000,600,3.3,10000,4,9,24000,19972,435,14,3579,0,9999.463313,0.011294
716359404,1,2,4000,1000,600,3.3,10000,4,9,24000,16562,288,10,7140,0,9999.460224,0.011359
716359404,1,2,5000,1000,600,3.3,10000,4,9,24000,14014,230,9,9747,0,9999.461137,0.011340
716359404,1,2,6000,1000,600,3.3,10000,4,9,24000,11385,166,8,12441,0,9999.461062,0.011341
716359404,1,2,8000,1000,600,3.3,10000,4,9,24000,8232,65,4,15699,0,9999.462396,0.011313
518024951,1,2,2000,1000,600,3.3,10000,4,9,23999,22228,584,23,1164,0,9999.460702,0.011349
518024951,1,2,3000,1000,600,3.3,10000,4,9,23999,19775,449,22,3753,0,9999.463616,0.011288
518024951,1,2,4000,1000,600,3.3,10000,4,9,23999,16395,295,12,7297,0,9999.460206,0.011359
518024951,1,2,5000,1000,600,3.3,10000,4,9,24000,13927,222,10,9841,0,9999.462502,0.011311
518024951,1,2,6000,1000,600,3.3,10000,4,9,24000,11188,118,12,12682,0,9999.463321,0.011294
518024951,1,2,8000,1000,600,3.3,10000,4,9,24000,8035,59,2,15904,0,9999.462586,0.011309
652227427,1,2,2000,1000,600,3.3,10000,4,9,24000,22314,507,27,1152,0,9999.461672,0.011328
652227427,1,2,3000,1000,600,3.3,10000,4,9,24000,19549,385,26,4040,0,9999.463601,0.011288
652227427,1,2,4000,1000,600,3.3,10000,4,9,24000,16488,279,20,7213,0,9999.461100,0.011340
652227427,1,2,5000,1000,600,3.3,10000,4,9,24000,13702,209,12,10077,0,9999.462227,0.011317
652227427,1,2,6000,1000,600,3.3,10000,4,9,24000,11043,118,10,12829,0,9999.460222,0.011359
652227427,1,2,8000,1000,600,3.3,10000,4,9,24000,8181,78,7,15734,0,9999.463872,0.011282
2447348191,1,2,2000,1000,600,3.3,10000,4,9,24000,22232,602,27,1139,0,9999.462673,0.011307
2447348191,1,2,3000,1000,600,3.3,10000,4,9,24000,19692,497,24,3787,0,9999.462084,0.011320
2447348191,1,2,4000,1000,600,3.3,10000,4,9,24000,16416,384,16,7184,0,9999.463788,0.011284
2447348191,1,2,5000,1000,600,3.3,10000,4,9,24000,13814,227,12,9947,0,9999.463510,0.011290
2447348191,1,2,6000,1000,600,3.3,10000,4,9,24000,11139,203,8,12650,0,9999.460261,0.011358
2447348191,1,2,8000,1000,600,3.3,10000,4,9,24000,8050,139,5,15806,0,9999.461910,0.011323
2314927680,1,4,2000,1000,600,3.3,10000,4,9,24000,22291,618,6,1085,0,9999.631122,0.007763
2314927680,1,4,3000,1000,600,3.3,10000,4,9,24000,20775,1034,40,2151,0,9999.218800,0.016439
2314927680,1,4,4000,1000,600,3.3,10000,4,9,24000,19187,1802,323,2688,0,9998.062971,0.040762
2314927680,1,4,5000,1000,600,3.3,10000,4,9,23999,15964,4090,708,3237,0,9997.035495,0.062384
2314927680,1,4,6000,1000,600,3.3,10000,4,9,23999,13573,5808,972,3646,0,9996.456965,0.074559
2314927680,1,4,8000,1000,600,3.3,10000,4,9,23999,10050,6542,900,6507,0,9995.869451,0.086922
