seed,radius,Q1,Q2,Q3,Q4,Q5,Q6,N1,N2,N3,N4,N5,N6,batteryEnergyFinalposMAB,currentposMAB
861648815,2000,0.911672,0.951720,0.918867,0.746997,0.744410,0.674729,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.51,0.0236403
861648815,3000,0.909720,0.939382,0.907881,0.732338,0.744404,0.674720,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.51,0.0236395
861648815,4000,0.814612,0.823111,0.802466,0.695216,0.744417,0.674729,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.51,0.0236394
861648815,5000,0.750815,0.777656,0.758862,0.660671,0.742645,0.674704,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.51,0.0236408
861648815,6000,0.720346,0.749267,0.730002,0.629438,0.626470,0.654767,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.51,0.0236403
861648815,8000,0.689846,0.728861,0.699779,0.582138,0.536870,0.497211,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.51,0.0236399
716359404,2000,0.912083,0.950406,0.918044,0.752350,0.747215,0.672093,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.53,0.0235198
716359404,3000,0.911833,0.939779,0.907445,0.737286,0.747195,0.672061,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.53,0.0235202
716359404,4000,0.822244,0.827084,0.805921,0.700818,0.747197,0.672081,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.53,0.0235203
716359404,5000,0.752714,0.779553,0.760306,0.666211,0.747072,0.672095,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.53,0.0235212
716359404,6000,0.722340,0.752257,0.731891,0.635667,0.643797,0.657741,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.53,0.0235225
716359404,8000,0.693309,0.731868,0.702974,0.588813,0.539909,0.502071,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.53,0.0235214
518024951,2000,0.911212,0.950756,0.917345,0.748129,0.744400,0.674024,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.52,0.0235796
518024951,3000,0.911187,0.941559,0.906879,0.733116,0.744367,0.673973,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.52,0.0235792
518024951,4000,0.817968,0.824642,0.803633,0.696855,0.744251,0.673938,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.52,0.0235786
518024951,5000,0.752155,0.779380,0.759605,0.663911,0.744181,0.673945,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.52,0.0235791
518024951,6000,0.722969,0.751948,0.731494,0.633143,0.640862,0.654064,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.52,0.02358
518024951,8000,0.691625,0.730765,0.701717,0.584978,0.539164,0.496897,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.52,0.0235799
652227427,2000,0.911329,0.950340,0.918182,0.748031,0.745949,0.673362,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.51,0.0235974
652227427,3000,0.910465,0.938532,0.906514,0.733411,0.745927,0.673356,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.51,0.0235972
652227427,4000,0.817343,0.822754,0.803011,0.696141,0.745876,0.673321,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.51,0.0235992
652227427,5000,0.751076,0.777301,0.759302,0.661573,0.742162,0.673321,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.51,0.0235982
652227427,6000,0.720934,0.749440,0.729997,0.630704,0.627683,0.658889,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.51,0.0235969
652227427,8000,0.692309,0.730012,0.701275,0.583754,0.538683,0.499988,8.000000,45.000000,9.000000,15.000000,10.000000,9.000000,9995.51,0.023597
