packetSize,Algoritmo,Radius,nDevices,appPeriodsSeconds,batteryVoltage,batteryEnergyInit,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,batteryEnergyFinal
150,7,12000,1000,600,3.3,10000,912,818,94,0,0,0,9999.34
150,7,15000,1000,600,3.3,10000,600,533,67,0,0,0,9999.5
150,8,2000,1000,600,3.3,10000,11996,3374,5115,3507,0,0,9991.93
150,8,4000,1000,600,3.3,10000,9117,4077,3406,1634,0,0,9994.52
150,8,5000,1000,600,3.3,10000,5926,4351,1208,367,0,0,9997.34
150,8,6000,1000,600,3.3,10000,4104,3385,614,105,0,0,9998.3
150,8,8000,1000,600,3.3,10000,2244,1833,368,43,0,0,9998.68
150,8,10000,1000,600,3.3,10000,1440,1238,192,10,0,0,9999.05
150,8,12000,1000,600,3.3,10000,912,818,94,0,0,0,9999.34
150,8,15000,1000,600,3.3,10000,600,533,67,0,0,0,9999.5
150,10,2000,1000,600,3.3,10000,11999,6127,4016,1856,0,0,9995.08
150,10,4000,1000,600,3.3,10000,9119,5718,2719,682,0,0,9996.96
150,10,5000,1000,600,3.3,10000,5928,4725,1053,150,0,0,9998.39
150,10,6000,1000,600,3.3,10000,4104,3622,402,80,0,0,9998.61
150,10,8000,1000,600,3.3,10000,2244,1840,361,43,0,0,9998.69
150,10,10000,1000,600,3.3,10000,1440,1238,192,10,0,0,9999.05
150,10,12000,1000,600,3.3,10000,912,818,94,0,0,0,9999.34
150,10,15000,1000,600,3.3,10000,600,533,67,0,0,0,9999.5
150,12,2000,1000,600,3.3,10000,11999,8643,2015,1341,0,0,9996.1
150,12,4000,1000,600,3.3,10000,9120,7777,1100,243,0,0,9998.25
150,12,5000,1000,600,3.3,10000,5928,5370,507,51,0,0,9999.03
150,12,6000,1000,600,3.3,10000,4104,3801,241,62,0,0,9998.8
150,12,8000,1000,600,3.3,10000,2244,1841,360,43,0,0,9998.71
150,12,10000,1000,600,3.3,10000,1440,1238,192,10,0,0,9999.05
150,12,12000,1000,600,3.3,10000,912,818,94,0,0,0,9999.34
150,12,15000,1000,600,3.3,10000,600,533,67,0,0,0,9999.5
150,13,2000,1000,600,3.3,10000,12000,9460,1892,648,0,0,9997.51
150,13,4000,1000,600,3.3,10000,9120,7813,1157,150,0,0,9998.68
150,13,5000,1000,600,3.3,10000,5928,5385,495,48,0,0,9999.06
150,13,6000,1000,600,3.3,10000,4104,3785,257,62,0,0,9998.8
150,13,8000,1000,600,3.3,10000,2244,1841,360,43,0,0,9998.71
150,13,10000,1000,600,3.3,10000,1440,1238,192,10,0,0,9999.05
150,13,12000,1000,600,3.3,10000,912,818,94,0,0,0,9999.34
150,13,15000,1000,600,3.3,10000,600,533,67,0,0,0,9999.5
